strategy,total_par2,avg_par2,solved,solved_pct
VBS,77773.51399999995,8.641501555555557,7866,87.4
GRACKLE,86011.16500000095,9.556796111111112,7811,86.78888888888889
CSBS,111383.30800000062,12.37592311111111,7310,81.22222222222221
SBS,359001.1810000027,39.889020111111115,3132,34.8
