strategy,total_par2,avg_par2,solved,solved_pct
VBS,81696.41600000027,9.077379555555558,7820,86.8888888888889
GRACKLE,89696.04700000137,9.966227444444446,7772,86.35555555555555
CSBS,115170.79600000114,12.79675511111111,7269,80.76666666666667
SBS,361047.6510000063,40.116405666666665,3108,34.53333333333333
