logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,37731.738000000136,12.577245999999999,2446,81.53333333333333,3000
QF_BV,GRACKLE,39414.82000000011,13.138273333333332,2434,81.13333333333334,3000
QF_BV,CSBS,46341.64000000016,15.447213333333334,2291,76.36666666666667,3000
QF_BV,SBS,136136.93999999925,45.37898,759,25.3,3000
QF_LIA,VBS,22349.831000000067,7.449943666666667,2692,89.73333333333333,3000
QF_LIA,GRACKLE,26101.85300000011,8.700617666666668,2666,88.86666666666667,3000
QF_LIA,CSBS,27812.20000000011,9.270733333333332,2629,87.63333333333333,3000
QF_LIA,SBS,61412.939999999006,20.47098,2051,68.36666666666666,3000
QF_NRA,VBS,21614.847000000063,7.204948999999999,2682,89.4,3000
QF_NRA,GRACKLE,24179.374000000033,8.059791333333331,2672,89.06666666666668,3000
QF_NRA,CSBS,41016.955999999656,13.672318666666666,2349,78.3,3000
QF_NRA,SBS,163497.77100000007,54.499257,298,9.933333333333334,3000
