experiment_code,knob,value,logic,k,total_instances,vbs_par2,vbs_solved,vbs_solved_pct,sbs_par2,sbs_solved,sbs_solved_pct,sibyl_par2,sibyl_solved,sibyl_solved_pct,vbs_matches,total_wall_seconds,timestamp_utc,sibyl_vs_sbs_pct,closeness_to_vbs_pct
ABL_DROPOUT,dropout,0.1,QF_LIA,5,250,1568.8009999999997,240,96.0,1844.744,239,95.6,3719.5730000000003,223,89.2,78,979.1,2026-03-04T22:10:31.717352+00:00,-101.63084959213855,-679.426185842728
