strategy,total_par2,avg_par2,solved,solved_pct
VBS,75915.01600000006,8.435001777777778,7886,87.62222222222222
GRACKLE,82797.25700000001,9.199695222222221,7815,86.83333333333333
CSBS,97882.96999999974,10.875885555555556,7519,83.54444444444444
SBS,356046.6610000044,39.56074011111111,3154,35.044444444444444
