metric,mean,std
Grackle avg PAR-2,9.550618536681721,2.791195238722384
Grackle solved%,86.85512276555032,4.360660477362991
CSBS avg PAR-2,12.411475961426998,2.5112238259557795
CSBS solved%,81.20247473358829,4.039031191718468
ΔPAR-2 vs CSBS (total),5120.3972,2660.228192355575
VBS disagreement%,78.87054783319128,11.029150383205794
GRACKLE QF_BV avg_par2,15.666848571078127,11.232884217565042
GRACKLE QF_BV solved_pct,77.67599747442935,16.028808010827216
CSBS QF_BV avg_par2,18.68036142206853,14.57306734166503
CSBS QF_BV solved_pct,71.42581639795125,22.71473308323223
VBS QF_BV avg_par2,14.783388842344959,10.767898034313838
VBS QF_BV solved_pct,78.28766387845748,15.957412723575407
GRACKLE QF_LIA avg_par2,6.405138089577509,7.438653064653439
GRACKLE QF_LIA solved_pct,91.79541948120934,10.883348467545547
CSBS QF_LIA avg_par2,6.872381428597784,7.873445952885531
CSBS QF_LIA solved_pct,90.78970229981951,11.946326235000917
VBS QF_LIA avg_par2,5.396090487447516,6.492041335811796
VBS QF_LIA solved_pct,92.53231904452812,9.622268208828125
GRACKLE QF_NRA avg_par2,17.18456318824903,18.20458808593734
GRACKLE QF_NRA solved_pct,74.08583528172171,30.32352526180017
CSBS QF_NRA avg_par2,24.115979478912905,20.08771505748763
CSBS QF_NRA solved_pct,60.99147011686928,33.32290864042981
VBS QF_NRA avg_par2,16.18977064668282,18.287626611657387
VBS QF_NRA solved_pct,74.50813661528896,30.360603670092114
