logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,36307.699999999975,12.102566666666666,2467,82.23333333333333,3000
QF_BV,GRACKLE,38378.64400000003,12.792881333333334,2458,81.93333333333334,3000
QF_BV,CSBS,45644.060000000194,15.214686666666665,2301,76.7,3000
QF_BV,SBS,135921.2199999994,45.307073333333335,762,25.4,3000
QF_LIA,VBS,18553.688000000086,6.184562666666667,2742,91.4,3000
QF_LIA,GRACKLE,21226.841000000142,7.0756136666666665,2714,90.46666666666667,3000
QF_LIA,CSBS,23317.930000000095,7.772643333333334,2669,88.96666666666667,3000
QF_LIA,SBS,57763.759999999325,19.254586666666665,2085,69.5,3000
QF_NRA,VBS,20844.8240000001,6.948274666666667,2691,89.7,3000
QF_NRA,GRACKLE,23626.26400000013,7.8754213333333345,2680,89.33333333333333,3000
QF_NRA,CSBS,40503.26199999961,13.501087333333334,2359,78.63333333333333,3000
QF_NRA,SBS,162935.88500000004,54.31196166666667,309,10.299999999999999,3000
