strategy,total_par2,avg_par2,solved,solved_pct
VBS,75706.21200000004,8.411801333333333,7900,87.77777777777777
GRACKLE,83231.74900000144,9.247972111111112,7852,87.24444444444444
CSBS,109465.25200000154,12.162805777777777,7329,81.43333333333334
SBS,356620.86500000756,39.624540555555555,3156,35.06666666666667
