strategy,total_par2,avg_par2,solved,solved_pct
VBS,78338.40099999984,8.704266777777779,7858,87.3111111111111
GRACKLE,88641.91100000226,9.849101222222222,7806,86.73333333333333
CSBS,113248.25300000074,12.583139222222222,7283,80.92222222222222
SBS,360804.9670000068,40.08944077777778,3099,34.43333333333333
