strategy,total_par2,avg_par2,solved,solved_pct
VBS,78376.57299999984,8.708508111111112,7855,87.27777777777777
GRACKLE,86989.31500000136,9.665479444444445,7797,86.63333333333333
CSBS,109877.40400000106,12.208600444444443,7326,81.39999999999999
SBS,357936.3290000063,39.77070322222222,3130,34.77777777777778
