metric,mean,std
Grackle avg PAR-2,9.853906389950154,2.6801944097533084
Grackle solved%,86.58952672921899,4.222612546223669
CSBS avg PAR-2,12.760904337369531,2.5294672480533156
CSBS solved%,80.85311503719072,4.039359288064104
ΔPAR-2 vs CSBS (total),5198.330599999987,3213.601615175423
VBS disagreement%,71.47264559996063,4.821110485431578
GRACKLE QF_BV avg_par2,15.71438156433101,11.387874855456467
GRACKLE QF_BV solved_pct,77.58129665053944,16.34677178083382
CSBS QF_BV avg_par2,18.67759442040812,14.592561387653443
CSBS QF_BV solved_pct,71.44776547608997,22.71039198296507
VBS QF_BV avg_par2,15.08467758724455,11.000771390960017
VBS QF_BV solved_pct,77.84468558820407,16.304063629146484
GRACKLE QF_LIA avg_par2,7.334804636997953,7.085709084697374
GRACKLE QF_LIA solved_pct,90.84847231437556,10.583681326046227
CSBS QF_LIA avg_par2,8.078826360286788,7.370216043135218
CSBS QF_LIA solved_pct,89.32986885044394,11.297358816542998
VBS QF_LIA avg_par2,6.162395543074101,6.371942194879052
VBS QF_LIA solved_pct,91.62353208758776,9.481172271112188
GRACKLE QF_NRA avg_par2,17.211424992867965,18.189706021379106
GRACKLE QF_NRA solved_pct,74.01578443739126,30.30181248633668
CSBS QF_NRA avg_par2,23.782104007173285,20.02810243295071
CSBS QF_NRA solved_pct,61.65683215209433,33.280421515156185
VBS QF_NRA avg_par2,16.292178510359406,18.260950274510456
VBS QF_NRA solved_pct,74.39894682770998,30.334882173535203
