strategy,total_par2,avg_par2,solved,solved_pct
VBS,77183.76500000022,8.575973888888889,7881,87.56666666666668
GRACKLE,85504.4610000001,9.500495666666664,7824,86.93333333333332
CSBS,102650.87999999982,11.405653333333333,7480,83.11111111111111
SBS,358346.8510000081,39.81631677777777,3150,35.0
