strategy,total_par2,avg_par2,solved,solved_pct
VBS,79552.87999999989,8.839208888888889,7849,87.21111111111111
GRACKLE,88087.80100000062,9.787533444444444,7812,86.8
CSBS,115655.18700000049,12.850576333333334,7264,80.71111111111111
SBS,361929.21500000573,40.214357222222226,3096,34.4
