strategy,total_par2,avg_par2,solved,solved_pct
VBS,77664.6000000005,8.629399999999999,7884,87.6
GRACKLE,84745.53000000061,9.41617,7839,87.1
CSBS,102586.19199999994,11.398465777777778,7486,83.17777777777778
SBS,358604.44300000666,39.844938111111105,3152,35.02222222222222
