benchmark,logic,vbs_selection,vbs_par2,combined_sbs_selection,combined_sbs_par2,sbs_selection,sbs_par2,random_selection,random_par2,machsmt_selection,machsmt_par2,machsmt_matched_vbs,machsmt_regret
data/suite_500/QF_BV/20210219-Sydr/predicate_10592.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,z3::z3_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_1361.smt2,QF_BV,cvc5::cvc5_bv_eager,0.781,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,cvc5::cvc5_bv_eager,0.781,yes,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_1898.smt2,QF_BV,cvc5::cvc5_bv_default,0.056,z3::z3_bv_default,2.238,z3::z3_lia_default,120.000,z3::z3_bv_eager,2.611,cvc5::cvc5_bv_eager,0.056,no,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_1967.smt2,QF_BV,z3::z3_bv_default,0.037,z3::z3_bv_default,0.037,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.147,z3::z3_bv_eager,0.046,no,0.009
data/suite_500/QF_BV/20210219-Sydr/predicate_2025.smt2,QF_BV,z3::z3_bv_default,1.796,z3::z3_bv_default,1.796,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,1.843,z3::z3_bv_eager,2.596,no,0.800
data/suite_500/QF_BV/20210219-Sydr/predicate_2175.smt2,QF_BV,z3::z3_bv_default,1.347,z3::z3_bv_default,1.347,z3::z3_lia_default,120.000,z3::z3_bv_eager,1.396,z3::z3_bv_eager,1.396,no,0.049
data/suite_500/QF_BV/20210219-Sydr/predicate_232.smt2,QF_BV,cvc5::cvc5_bv_default,1.619,z3::z3_bv_default,8.069,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,1.619,cvc5::cvc5_bv_eager,1.630,no,0.011
data/suite_500/QF_BV/20210219-Sydr/predicate_257.smt2,QF_BV,cvc5::cvc5_bv_default,0.577,z3::z3_bv_default,1.228,z3::z3_lia_default,120.000,z3::z3_bv_eager,1.245,z3::z3_bv_default,1.228,no,0.651
data/suite_500/QF_BV/20210219-Sydr/predicate_2589.smt2,QF_BV,z3::z3_bv_default,3.276,z3::z3_bv_default,3.276,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,z3::z3_bv_default,3.276,yes,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_2601.smt2,QF_BV,z3::z3_bv_default,1.417,z3::z3_bv_default,1.417,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,5.104,z3::z3_bv_eager,1.481,no,0.064
data/suite_500/QF_BV/20210219-Sydr/predicate_2716.smt2,QF_BV,z3::z3_bv_default,0.058,z3::z3_bv_default,0.058,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.166,z3::z3_bv_eager,0.064,no,0.006
data/suite_500/QF_BV/20210219-Sydr/predicate_2746.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,z3::z3_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_3021.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,z3::z3_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_307.smt2,QF_BV,cvc5::cvc5_bv_default,0.755,z3::z3_bv_default,1.331,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.826,z3::z3_bv_eager,1.366,no,0.611
data/suite_500/QF_BV/20210219-Sydr/predicate_3655.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,z3::z3_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_427.smt2,QF_BV,cvc5::cvc5_bv_default,0.493,z3::z3_bv_default,1.049,z3::z3_lia_default,120.000,z3::z3_bv_default,1.049,z3::z3_bv_eager,1.058,no,0.565
data/suite_500/QF_BV/20210219-Sydr/predicate_484.smt2,QF_BV,z3::z3_bv_default,0.044,z3::z3_bv_default,0.044,z3::z3_lia_default,120.000,z3::z3_bv_default,0.044,z3::z3_bv_default,0.044,yes,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_488.smt2,QF_BV,z3::z3_bv_default,0.045,z3::z3_bv_default,0.045,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.459,z3::z3_bv_default,0.045,yes,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_494.smt2,QF_BV,z3::z3_bv_default,0.039,z3::z3_bv_default,0.039,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.048,z3::z3_bv_default,0.039,yes,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_547.smt2,QF_BV,z3::z3_bv_default,0.044,z3::z3_bv_default,0.044,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.466,cvc5::cvc5_bv_eager,0.429,no,0.385
data/suite_500/QF_BV/20210219-Sydr/predicate_601.smt2,QF_BV,z3::z3_bv_default,5.169,z3::z3_bv_default,5.169,z3::z3_lia_default,120.000,z3::z3_bv_eager,5.455,z3::z3_bv_eager,5.455,no,0.286
data/suite_500/QF_BV/20210219-Sydr/predicate_6368.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,120.000,z3::z3_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_680.smt2,QF_BV,z3::z3_bv_default,5.541,z3::z3_bv_default,5.541,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,120.000,z3::z3_bv_eager,5.717,no,0.176
data/suite_500/QF_BV/20210219-Sydr/predicate_8566.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,z3::z3_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/20210219-Sydr/predicate_913.smt2,QF_BV,z3::z3_bv_default,3.342,z3::z3_bv_default,3.342,z3::z3_lia_default,120.000,z3::z3_bv_default,3.342,z3::z3_bv_default,3.342,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/dualexecution.t1.i14.977a94e6.smt2,QF_BV,z3::z3_bv_eager,0.718,z3::z3_bv_default,0.732,z3::z3_lia_default,120.000,z3::z3_bv_default,0.732,z3::z3_bv_eager,0.718,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/dualexecution.t1.i15.9dd29887.smt2,QF_BV,z3::z3_bv_eager,0.558,z3::z3_bv_default,0.588,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.558,z3::z3_bv_default,0.588,no,0.030
data/suite_500/QF_BV/20221012-MCMPC/dualexecution.t1.i32.c384558c.smt2,QF_BV,cvc5::cvc5_bv_eager,0.282,z3::z3_bv_default,0.588,z3::z3_lia_default,120.000,z3::z3_bv_default,0.588,z3::z3_bv_eager,0.567,no,0.285
data/suite_500/QF_BV/20221012-MCMPC/dualexecution_affine.t1.i4.8873db34.smt2,QF_BV,z3::z3_bv_default,0.084,z3::z3_bv_default,0.084,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.135,z3::z3_bv_default,0.084,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/dualexecution_affine.t1.i6.0538c849.smt2,QF_BV,z3::z3_bv_default,0.151,z3::z3_bv_default,0.151,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.153,z3::z3_bv_eager,0.153,no,0.002
data/suite_500/QF_BV/20221012-MCMPC/dualexecution_affine.t1.i8.ecf1e576.smt2,QF_BV,z3::z3_bv_default,0.098,z3::z3_bv_default,0.098,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.172,z3::z3_bv_default,0.098,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/mean_buckets.t1.i15.fd7669d8.smt2,QF_BV,z3::z3_bv_default,0.154,z3::z3_bv_default,0.154,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.159,cvc5::cvc5_bv_eager,0.166,no,0.012
data/suite_500/QF_BV/20221012-MCMPC/mean_buckets.t1.i16.25e8d83d.smt2,QF_BV,cvc5::cvc5_bv_eager,0.160,z3::z3_bv_default,0.189,z3::z3_lia_default,120.000,z3::z3_bv_default,0.189,cvc5::cvc5_bv_eager,0.160,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/mean_buckets.t1.i25.19546e0c.smt2,QF_BV,cvc5::cvc5_bv_eager,0.129,z3::z3_bv_default,0.144,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.136,cvc5::cvc5_bv_default,0.136,no,0.007
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i22.26c1368b.smt2,QF_BV,cvc5::cvc5_bv_eager,0.011,z3::z3_bv_default,0.032,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.044,z3::z3_bv_default,0.032,no,0.021
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i23.2b2d584a.smt2,QF_BV,cvc5::cvc5_bv_eager,0.041,z3::z3_bv_default,0.055,z3::z3_lia_default,120.000,z3::z3_bv_default,0.055,z3::z3_bv_eager,0.046,no,0.005
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i24.f5938c30.smt2,QF_BV,cvc5::cvc5_bv_eager,0.010,z3::z3_bv_default,0.026,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.043,z3::z3_bv_default,0.026,no,0.016
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i27.8b2c9382.smt2,QF_BV,z3::z3_bv_eager,0.049,z3::z3_bv_default,0.064,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.049,cvc5::cvc5_bv_eager,0.052,no,0.003
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i31.ab853e6e.smt2,QF_BV,cvc5::cvc5_bv_eager,0.038,z3::z3_bv_default,0.050,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.045,cvc5::cvc5_bv_eager,0.038,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i31.d2a3f686.smt2,QF_BV,cvc5::cvc5_bv_eager,0.033,z3::z3_bv_default,0.061,z3::z3_lia_default,120.000,z3::z3_bv_default,0.061,cvc5::cvc5_bv_eager,0.033,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i32.2e123b56.smt2,QF_BV,cvc5::cvc5_bv_eager,0.008,z3::z3_bv_default,0.037,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.041,z3::z3_bv_default,0.037,no,0.029
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i34.488c0590.smt2,QF_BV,cvc5::cvc5_bv_eager,0.033,z3::z3_bv_default,0.048,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.033,cvc5::cvc5_bv_eager,0.033,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i39.a0619d1f.smt2,QF_BV,cvc5::cvc5_bv_eager,0.032,z3::z3_bv_default,0.047,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.037,cvc5::cvc5_bv_eager,0.032,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i40.ff1613dd.smt2,QF_BV,cvc5::cvc5_bv_eager,0.031,z3::z3_bv_default,0.061,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.035,cvc5::cvc5_bv_eager,0.031,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i59.ee8bfec0.smt2,QF_BV,cvc5::cvc5_bv_eager,0.011,z3::z3_bv_default,0.035,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.017,z3::z3_bv_default,0.035,no,0.024
data/suite_500/QF_BV/20221012-MCMPC/millionaires.t1.i63.072b5d30.smt2,QF_BV,cvc5::cvc5_bv_eager,0.012,z3::z3_bv_default,0.029,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.018,z3::z3_bv_default,0.029,no,0.017
data/suite_500/QF_BV/20221012-MCMPC/simplemean.t1.i6.351a4d7f.smt2,QF_BV,cvc5::cvc5_bv_eager,0.020,z3::z3_bv_default,0.033,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.020,cvc5::cvc5_bv_eager,0.020,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/sugarbeets.t1.i24.aceb45ad.smt2,QF_BV,z3::z3_bv_eager,1.291,z3::z3_bv_default,1.320,z3::z3_lia_default,120.000,z3::z3_bv_default,1.320,z3::z3_bv_eager,1.291,yes,0.000
data/suite_500/QF_BV/20221012-MCMPC/wage.t1.i28.0317f095.smt2,QF_BV,z3::z3_bv_eager,0.040,z3::z3_bv_default,0.055,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.040,z3::z3_bv_default,0.055,no,0.015
data/suite_500/QF_BV/20221012-MCMPC/wage_circuit_div.t1.i30.9b49676c.smt2,QF_BV,cvc5::cvc5_bv_eager,0.014,z3::z3_bv_default,0.044,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.047,z3::z3_bv_default,0.044,no,0.030
data/suite_500/QF_BV/Sage2/bench_10190.smt2,QF_BV,cvc5::cvc5_bv_default,8.744,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,8.763,cvc5::cvc5_bv_default,8.744,yes,0.000
data/suite_500/QF_BV/Sage2/bench_10357.smt2,QF_BV,z3::z3_bv_default,2.391,z3::z3_bv_default,2.391,z3::z3_lia_default,120.000,z3::z3_bv_eager,2.428,z3::z3_bv_default,2.391,yes,0.000
data/suite_500/QF_BV/Sage2/bench_10606.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,z3::z3_bv_default,120.000,yes,0.000
data/suite_500/QF_BV/Sage2/bench_11670.smt2,QF_BV,z3::z3_bv_default,0.097,z3::z3_bv_default,0.097,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.106,z3::z3_bv_eager,0.106,no,0.009
data/suite_500/QF_BV/Sage2/bench_12560.smt2,QF_BV,cvc5::cvc5_bv_eager,25.890,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,cvc5::cvc5_bv_default,26.015,no,0.125
data/suite_500/QF_BV/Sage2/bench_13236.smt2,QF_BV,z3::z3_bv_eager,14.822,z3::z3_bv_default,14.854,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,32.549,z3::z3_bv_default,14.854,no,0.032
data/suite_500/QF_BV/Sage2/bench_14307.smt2,QF_BV,z3::z3_bv_default,2.026,z3::z3_bv_default,2.026,z3::z3_lia_default,120.000,z3::z3_bv_default,2.026,z3::z3_bv_default,2.026,yes,0.000
data/suite_500/QF_BV/Sage2/bench_14875.smt2,QF_BV,z3::z3_bv_eager,1.105,z3::z3_bv_default,1.109,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,1.795,z3::z3_bv_eager,1.105,yes,0.000
data/suite_500/QF_BV/Sage2/bench_14914.smt2,QF_BV,cvc5::cvc5_bv_eager,23.528,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_eager,120.000,cvc5::cvc5_bv_eager,23.528,yes,0.000
data/suite_500/QF_BV/Sage2/bench_15268.smt2,QF_BV,z3::z3_bv_eager,1.119,z3::z3_bv_default,1.133,z3::z3_lia_default,120.000,z3::z3_bv_eager,1.119,z3::z3_bv_eager,1.119,yes,0.000
data/suite_500/QF_BV/Sage2/bench_15631.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,120.000,cvc5::cvc5_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/Sage2/bench_15975.smt2,QF_BV,cvc5::cvc5_bv_eager,0.912,z3::z3_bv_default,3.979,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.939,z3::z3_bv_default,3.979,no,3.067
data/suite_500/QF_BV/Sage2/bench_17891.smt2,QF_BV,cvc5::cvc5_bv_eager,3.929,z3::z3_bv_default,9.141,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,3.979,cvc5::cvc5_bv_eager,3.929,yes,0.000
data/suite_500/QF_BV/Sage2/bench_2117.smt2,QF_BV,cvc5::cvc5_bv_eager,2.525,z3::z3_bv_default,7.496,z3::z3_lia_default,120.000,z3::z3_bv_eager,8.597,cvc5::cvc5_bv_default,2.604,no,0.079
data/suite_500/QF_BV/Sage2/bench_2578.smt2,QF_BV,cvc5::cvc5_bv_eager,0.462,z3::z3_bv_default,1.034,z3::z3_lia_default,120.000,z3::z3_bv_eager,1.035,z3::z3_bv_eager,1.035,no,0.573
data/suite_500/QF_BV/Sage2/bench_2616.smt2,QF_BV,z3::z3_bv_default,8.171,z3::z3_bv_default,8.171,z3::z3_lia_default,120.000,z3::z3_bv_default,8.171,cvc5::cvc5_bv_default,57.242,no,49.071
data/suite_500/QF_BV/Sage2/bench_2653.smt2,QF_BV,cvc5::cvc5_bv_eager,37.417,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_eager,120.000,cvc5::cvc5_bv_default,40.735,no,3.318
data/suite_500/QF_BV/Sage2/bench_3397.smt2,QF_BV,cvc5::cvc5_bv_default,1.339,z3::z3_bv_default,9.369,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,1.352,cvc5::cvc5_bv_eager,1.352,no,0.013
data/suite_500/QF_BV/Sage2/bench_5496.smt2,QF_BV,z3::z3_bv_eager,0.349,z3::z3_bv_default,0.360,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,4.875,z3::z3_bv_eager,0.349,yes,0.000
data/suite_500/QF_BV/Sage2/bench_7739.smt2,QF_BV,z3::z3_bv_eager,0.043,z3::z3_bv_default,0.052,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,13.091,z3::z3_bv_eager,0.043,yes,0.000
data/suite_500/QF_BV/Sage2/bench_7792.smt2,QF_BV,cvc5::cvc5_bv_default,22.354,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,cvc5::cvc5_bv_default,22.354,yes,0.000
data/suite_500/QF_BV/Sage2/bench_8380.smt2,QF_BV,z3::z3_bv_default,0.120,z3::z3_bv_default,0.120,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,1.815,z3::z3_bv_eager,0.126,no,0.006
data/suite_500/QF_BV/Sage2/bench_8888.smt2,QF_BV,z3::z3_bv_default,56.826,z3::z3_bv_default,56.826,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,z3::z3_bv_eager,58.024,no,1.198
data/suite_500/QF_BV/Sage2/bench_9396.smt2,QF_BV,z3::z3_bv_eager,0.619,z3::z3_bv_default,0.621,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,1.916,z3::z3_bv_default,0.621,no,0.002
data/suite_500/QF_BV/Sage2/bench_9833.smt2,QF_BV,cvc5::cvc5_bv_eager,3.993,z3::z3_bv_default,8.700,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,4.008,cvc5::cvc5_bv_eager,3.993,yes,0.000
data/suite_500/QF_BV/asp/15.6.schur.lp.smt2,QF_BV,z3::z3_bv_default,23.929,z3::z3_bv_default,23.929,z3::z3_lia_default,120.000,z3::z3_bv_default,23.929,z3::z3_bv_eager,24.227,no,0.298
data/suite_500/QF_BV/asp/156.48.1960.36.1721259656.dat.smt2,QF_BV,z3::z3_bv_default,6.604,z3::z3_bv_default,6.604,z3::z3_lia_default,120.000,z3::z3_bv_default,6.604,z3::z3_bv_eager,8.555,no,1.951
data/suite_500/QF_BV/asp/156.48.1960.36.1721315836.dat.smt2,QF_BV,z3::z3_bv_default,36.588,z3::z3_bv_default,36.588,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,z3::z3_bv_eager,37.436,no,0.848
data/suite_500/QF_BV/asp/156.48.1960.36.1721327521.dat.smt2,QF_BV,z3::z3_bv_default,1.599,z3::z3_bv_default,1.599,z3::z3_lia_default,120.000,z3::z3_bv_eager,2.394,z3::z3_bv_default,1.599,yes,0.000
data/suite_500/QF_BV/asp/20.11.schur.lp.smt2,QF_BV,z3::z3_bv_default,4.972,z3::z3_bv_default,4.972,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,20.028,z3::z3_bv_eager,5.091,no,0.119
data/suite_500/QF_BV/asp/disjunctiveScheduling.in8.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,cvc5::cvc5_bv_default,120.000,no,0.000
data/suite_500/QF_BV/asp/duthen-990602.37.steps.13.asp.smt2,QF_BV,z3::z3_bv_eager,39.937,z3::z3_bv_default,40.981,z3::z3_lia_default,120.000,z3::z3_bv_default,40.981,z3::z3_bv_eager,39.937,yes,0.000
data/suite_500/QF_BV/asp/duthen-990602.57.steps.15.asp.smt2,QF_BV,z3::z3_bv_default,8.106,z3::z3_bv_default,8.106,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,120.000,z3::z3_bv_eager,8.451,no,0.345
data/suite_500/QF_BV/asp/edge-matching-width=10-height=10-colours=12.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,cvc5::cvc5_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/asp/edge-matching-width=10-height=10-colours=9.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,cvc5::cvc5_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/asp/graph-colouring-nodes=130-density=0.1-instance=10.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,120.000,z3::z3_bv_default,120.000,yes,0.000
data/suite_500/QF_BV/asp/graph-colouring-nodes=145-density=0.1-instance=7.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,yes,0.000
data/suite_500/QF_BV/asp/graph-colouring-nodes=150-density=0.1-instance=10.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,120.000,z3::z3_bv_default,120.000,yes,0.000
data/suite_500/QF_BV/asp/gryzzles.15.lp.smt2,QF_BV,z3::z3_bv_eager,1.012,z3::z3_bv_default,1.023,z3::z3_lia_default,120.000,z3::z3_bv_eager,1.012,z3::z3_bv_eager,1.012,yes,0.000
data/suite_500/QF_BV/asp/gryzzles.20.lp.smt2,QF_BV,z3::z3_bv_default,3.013,z3::z3_bv_default,3.013,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,z3::z3_bv_eager,3.049,no,0.036
data/suite_500/QF_BV/asp/knightTour.in10.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,cvc5::cvc5_bv_default,120.000,no,0.000
data/suite_500/QF_BV/asp/laby_21_21_07.lp.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,120.000,cvc5::cvc5_bv_default,120.000,no,0.000
data/suite_500/QF_BV/asp/maze-generation-width=16-height=16-density=0.01-run=4.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,cvc5::cvc5_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/asp/penrose.34.asp.smt2,QF_BV,z3::z3_bv_default,1.594,z3::z3_bv_default,1.594,z3::z3_lia_default,120.000,z3::z3_bv_eager,2.370,z3::z3_bv_default,1.594,yes,0.000
data/suite_500/QF_BV/asp/rand_15_75_1235849326_0_k=3_v=7_e=20_unsat.gph.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,z3::z3_bv_default,120.000,yes,0.000
data/suite_500/QF_BV/asp/rand_70_250_1235844252_0_k=13_sat.gph.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,120.000,cvc5::cvc5_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/asp/rand_80_500_1235848939_0_k=6_unsat.gph.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,cvc5::cvc5_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/asp/solitaire-center-time=32.smt2,QF_BV,z3::z3_bv_default,120.000,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,cvc5::cvc5_bv_eager,120.000,no,0.000
data/suite_500/QF_BV/asp/wire.10.x.10.b.5.a.20_unsat.data.smt2,QF_BV,z3::z3_bv_default,5.567,z3::z3_bv_default,5.567,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,120.000,z3::z3_bv_eager,7.378,no,1.811
data/suite_500/QF_BV/asp/xy.12.x.12.r.4.274529373.784913.data_k=4_l=4_sat.gph.smt2,QF_BV,cvc5::cvc5_bv_default,3.437,z3::z3_bv_default,120.000,z3::z3_lia_default,120.000,z3::z3_bv_default,120.000,cvc5::cvc5_bv_default,3.437,yes,0.000
data/suite_500/QF_BV/bruttomesso/ext_con_008_001_0064.smt2,QF_BV,z3::z3_bv_default,0.008,z3::z3_bv_default,0.008,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.008,z3::z3_bv_eager,0.010,no,0.002
data/suite_500/QF_BV/bruttomesso/ext_con_008_016_1024.smt2,QF_BV,z3::z3_bv_eager,0.059,z3::z3_bv_default,0.060,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.308,cvc5::cvc5_bv_eager,0.306,no,0.247
data/suite_500/QF_BV/bruttomesso/ext_con_016_256_1024.smt2,QF_BV,z3::z3_bv_default,0.239,z3::z3_bv_default,0.239,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,120.000,z3::z3_bv_eager,0.978,no,0.739
data/suite_500/QF_BV/bruttomesso/ext_con_020_004_1024.smt2,QF_BV,z3::z3_bv_default,0.194,z3::z3_bv_default,0.194,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.886,cvc5::cvc5_bv_eager,0.895,no,0.701
data/suite_500/QF_BV/bruttomesso/ext_con_028_008_0512.smt2,QF_BV,z3::z3_bv_default,0.150,z3::z3_bv_default,0.150,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.663,cvc5::cvc5_bv_eager,0.663,no,0.513
data/suite_500/QF_BV/bruttomesso/ext_con_032_008_0128.smt2,QF_BV,z3::z3_bv_default,0.043,z3::z3_bv_default,0.043,z3::z3_lia_default,120.000,cvc5::cvc5_bv_default,0.329,cvc5::cvc5_bv_eager,0.335,no,0.292
data/suite_500/QF_BV/bruttomesso/ext_con_032_032_0256.smt2,QF_BV,z3::z3_bv_default,0.103,z3::z3_bv_default,0.103,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.942,z3::z3_bv_default,0.103,yes,0.000
