benchmark,logic,vbs_selection,vbs_par2,combined_sbs_selection,combined_sbs_par2,sbs_selection,sbs_par2,random_selection,random_par2,machsmt_selection,machsmt_par2,machsmt_matched_vbs,machsmt_regret
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1491.smt2,QF_BV,z3::z3_bv_default,0.241,z3::z3_bv_default,0.241,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.256,z3::z3_bv_default,0.241,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1499.smt2,QF_BV,z3::z3_bv_default,0.159,z3::z3_bv_default,0.159,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,1.405,z3::z3_bv_default,0.159,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1505.smt2,QF_BV,z3::z3_bv_default,0.839,z3::z3_bv_default,0.839,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.859,z3::z3_bv_default,0.839,yes,0.000
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1507.smt2,QF_BV,z3::z3_bv_eager,0.161,z3::z3_bv_default,0.162,z3::z3_lia_default,120.000,z3::z3_bv_default,0.162,z3::z3_bv_default,0.162,no,0.001
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1518.smt2,QF_BV,z3::z3_bv_eager,1.001,z3::z3_bv_default,1.021,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,1.399,z3::z3_bv_default,1.021,no,0.020
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1533.smt2,QF_BV,z3::z3_bv_eager,0.827,z3::z3_bv_default,0.847,z3::z3_lia_default,120.000,z3::z3_bv_default,0.847,z3::z3_bv_default,0.847,no,0.020
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1590.smt2,QF_BV,z3::z3_bv_eager,0.791,z3::z3_bv_default,0.902,z3::z3_lia_default,120.000,z3::z3_bv_default,0.902,z3::z3_bv_default,0.902,no,0.111
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1613.smt2,QF_BV,cvc5::cvc5_bv_eager,1.752,z3::z3_bv_default,1.861,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,1.752,z3::z3_bv_default,1.861,no,0.109
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-1675.smt2,QF_BV,z3::z3_bv_eager,0.198,z3::z3_bv_default,0.199,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.198,z3::z3_bv_default,0.199,no,0.001
data/suite_500/QF_BV/uclid/convert-jpg2gif-query-2138.smt2,QF_BV,z3::z3_bv_default,0.040,z3::z3_bv_default,0.040,z3::z3_lia_default,120.000,cvc5::cvc5_bv_eager,0.227,z3::z3_bv_default,0.040,yes,0.000
data/suite_500/QF_BV/uclid/convert-tiff2jpg-query-1831.smt2,QF_BV,z3::z3_bv_default,0.026,z3::z3_bv_default,0.026,z3::z3_lia_default,120.000,z3::z3_bv_eager,0.026,z3::z3_bv_default,0.026,yes,0.000
