logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,36394.62199999997,12.131540666666668,2465,82.16666666666667,3000
QF_BV,GRACKLE,37922.35400000005,12.640784666666663,2456,81.86666666666666,3000
QF_BV,CSBS,44469.70000000028,14.823233333333333,2318,77.26666666666667,3000
QF_BV,SBS,135479.0999999997,45.1597,768,25.6,3000
QF_LIA,VBS,20710.233000000055,6.903411,2722,90.73333333333333,3000
QF_LIA,GRACKLE,24563.63300000023,8.187877666666667,2697,89.9,3000
QF_LIA,CSBS,27419.600000000213,9.139866666666668,2638,87.93333333333334,3000
QF_LIA,SBS,61142.38999999937,20.380796666666665,2058,68.60000000000001,3000
QF_NRA,VBS,20559.745000000126,6.853248333333333,2697,89.9,3000
QF_NRA,GRACKLE,22259.543000000063,7.4198476666666675,2686,89.53333333333333,3000
QF_NRA,CSBS,30696.89200000009,10.232297333333333,2530,84.33333333333334,3000
QF_NRA,SBS,161982.95299999986,53.99431766666667,326,10.866666666666665,3000
