logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,35983.954000000034,11.994651333333332,2519,83.96666666666667,3000
QF_BV,GRACKLE,38848.73599999998,12.949578666666667,2519,83.96666666666667,3000
QF_BV,CSBS,45393.22000000019,15.131073333333333,2348,78.26666666666667,3000
QF_BV,SBS,135691.01999999926,45.23034,792,26.400000000000002,3000
QF_LIA,VBS,19259.55100000015,6.419850333333333,2780,92.66666666666666,3000
QF_LIA,GRACKLE,26017.85699999996,8.672619000000001,2758,91.93333333333334,3000
QF_LIA,CSBS,26472.72999999994,8.824243333333333,2686,89.53333333333333,3000
QF_LIA,SBS,60123.819999998916,20.041273333333336,2101,70.03333333333333,3000
QF_NRA,VBS,19617.14200000008,6.539047333333333,2753,91.76666666666667,3000
QF_NRA,GRACKLE,35802.558000000034,11.934185999999999,2748,91.60000000000001,3000
QF_NRA,CSBS,39724.29899999969,13.241432999999999,2464,82.13333333333334,3000
QF_NRA,SBS,162744.29699999996,54.248099,332,11.066666666666666,3000
