logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,41331.81300000021,13.777271,2345,78.16666666666666,3000
QF_BV,GRACKLE,42477.406000000134,14.159135333333333,2334,77.8,3000
QF_BV,CSBS,49940.01000000023,16.64667,2199,73.3,3000
QF_BV,SBS,138723.43999999945,46.241146666666666,697,23.233333333333334,3000
QF_LIA,VBS,21569.823999999982,7.1899413333333335,2665,88.83333333333333,3000
QF_LIA,GRACKLE,25485.993000000308,8.495331,2626,87.53333333333333,3000
QF_LIA,CSBS,37194.119999999806,12.398040000000002,2422,80.73333333333333,3000
QF_LIA,SBS,69819.33999999973,23.27311333333333,1871,62.36666666666667,3000
QF_NRA,VBS,22559.992000000064,7.519997333333334,2641,88.03333333333333,3000
QF_NRA,GRACKLE,24149.798000000043,8.049932666666665,2622,87.4,3000
QF_NRA,CSBS,35681.75200000005,11.89391733333333,2424,80.80000000000001,3000
QF_NRA,SBS,165749.84900000005,55.249949666666666,246,8.200000000000001,3000
