metric,mean,std
Grackle avg PAR-2,9.478107571002669,2.757656438741174
Grackle solved%,86.9664491385582,4.1040147127263
CSBS avg PAR-2,11.38977428150754,3.083660061639155
CSBS solved%,83.13189354009907,5.076348585782595
ΔPAR-2 vs CSBS (total),3429.283800000002,1641.087201921365
VBS disagreement%,73.76303668093347,3.265595426692161
GRACKLE QF_BV avg_par2,15.339822303900158,11.089493474015827
GRACKLE QF_BV solved_pct,78.19158194523771,15.986853939254239
CSBS QF_BV avg_par2,18.341532434924325,14.203252977885438
CSBS QF_BV solved_pct,71.94118345274815,22.104577437914628
VBS QF_BV avg_par2,14.618341080499597,10.619479822021546
VBS QF_BV solved_pct,78.49385418357852,15.833507010701775
GRACKLE QF_LIA avg_par2,6.946350830676261,6.973344084117365
GRACKLE QF_LIA solved_pct,91.37875925526868,10.594496244888694
CSBS QF_LIA avg_par2,7.482780341296799,7.115663869383004
CSBS QF_LIA solved_pct,90.2078959916633,10.91555082550474
VBS QF_LIA avg_par2,5.669368938821345,6.100617387631263
VBS QF_LIA solved_pct,92.24695301806963,9.15675831268448
GRACKLE QF_NRA avg_par2,16.822221200527782,18.265782311109813
GRACKLE QF_NRA solved_pct,74.1496553514701,30.264924936439485
CSBS QF_NRA avg_par2,20.90247699311545,20.437031623134065
CSBS QF_NRA solved_pct,66.63668710777522,33.96578666310396
VBS QF_NRA avg_par2,16.088946964108366,18.26780974520005
VBS QF_NRA solved_pct,74.6729194304497,30.355415283407137
