strategy,total_par2,avg_par2,solved,solved_pct
VBS,77419.2159999999,8.602135111111112,7866,87.4
GRACKLE,87397.0510000022,9.710783444444445,7813,86.8111111111111
CSBS,106407.68600000025,11.823076222222223,7420,82.44444444444444
SBS,362432.9660000056,40.27032955555555,3080,34.22222222222222
