logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,36462.033999999956,12.154011333333333,2464,82.13333333333334,3000
QF_BV,GRACKLE,38462.775999999954,12.820925333333335,2449,81.63333333333334,3000
QF_BV,CSBS,44706.730000000185,14.902243333333335,2320,77.33333333333333,3000
QF_BV,SBS,135922.21999999927,45.307406666666665,761,25.366666666666664,3000
QF_LIA,VBS,20943.846000000056,6.981281999999999,2702,90.06666666666666,3000
QF_LIA,GRACKLE,25696.937999999995,8.565646000000001,2676,89.2,3000
QF_LIA,CSBS,30017.730000000174,10.005910000000002,2588,86.26666666666667,3000
QF_LIA,SBS,63651.009999999245,21.217003333333338,2009,66.96666666666667,3000
QF_NRA,VBS,20013.336000000152,6.671112,2700,90.0,3000
QF_NRA,GRACKLE,23237.33700000012,7.745778999999999,2688,89.60000000000001,3000
QF_NRA,CSBS,31683.226000000024,10.561075333333335,2512,83.73333333333333,3000
QF_NRA,SBS,162859.73600000003,54.28657866666667,310,10.333333333333334,3000
