logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,36479.13799999998,12.159712666666666,2464,82.13333333333334,3000
QF_BV,GRACKLE,39198.542000000045,13.066180666666668,2438,81.26666666666667,3000
QF_BV,CSBS,45631.73000000023,15.210576666666665,2302,76.73333333333333,3000
QF_BV,SBS,135864.58999999944,45.288196666666664,762,25.4,3000
QF_LIA,VBS,19888.946000000036,6.629648666666668,2722,90.73333333333333,3000
QF_LIA,GRACKLE,23395.732000000073,7.798577333333332,2695,89.83333333333333,3000
QF_LIA,CSBS,24996.160000000065,8.332053333333333,2660,88.66666666666667,3000
QF_LIA,SBS,59989.53999999913,19.996513333333333,2067,68.89999999999999,3000
QF_NRA,VBS,20744.798000000163,6.914932666666666,2692,89.73333333333333,3000
QF_NRA,GRACKLE,23556.997000000167,7.852332333333334,2681,89.36666666666667,3000
QF_NRA,CSBS,41125.36699999966,13.708455666666666,2346,78.2,3000
QF_NRA,SBS,163668.49200000006,54.556164,294,9.8,3000
