logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,36869.92800000009,12.289976,2458,81.93333333333334,3000
QF_BV,GRACKLE,39024.016000000076,13.008005333333335,2439,81.3,3000
QF_BV,CSBS,45185.94000000017,15.06198,2312,77.06666666666668,3000
QF_BV,SBS,136233.92999999944,45.41131,757,25.233333333333334,3000
QF_LIA,VBS,18494.17600000016,6.164725333333333,2741,91.36666666666666,3000
QF_LIA,GRACKLE,23538.615000000194,7.846205,2708,90.26666666666667,3000
QF_LIA,CSBS,26317.470000000216,8.772490000000001,2637,87.9,3000
QF_LIA,SBS,61104.69999999907,20.368233333333333,2044,68.13333333333334,3000
QF_NRA,VBS,20961.238000000125,6.987079333333332,2689,89.63333333333333,3000
QF_NRA,GRACKLE,23985.949000000117,7.995316333333333,2676,89.2,3000
QF_NRA,CSBS,40791.137999999555,13.597045999999999,2354,78.46666666666667,3000
QF_NRA,SBS,163210.8399999999,54.40361333333333,304,10.133333333333333,3000
