strategy,total_par2,avg_par2,solved,solved_pct
VBS,76325.34199999958,8.480593555555556,7888,87.64444444444445
GRACKLE,86548.5800000017,9.616508888888887,7823,86.92222222222222
CSBS,112294.54800000109,12.477172000000001,7303,81.14444444444445
SBS,360549.47000000736,40.061052222222216,3105,34.5
