metric,mean,std
Grackle avg PAR-2,9.595511341845423,2.7573620404418726
Grackle solved%,86.95399472302536,4.260012219350491
CSBS avg PAR-2,12.474267586983744,2.690471754355848
CSBS solved%,81.14401422604145,4.3786942931030515
ΔPAR-2 vs CSBS (total),5149.193600000001,3242.915368207061
VBS disagreement%,81.1338222418353,7.262592370513705
GRACKLE QF_BV avg_par2,15.609875775100111,11.188002909397806
GRACKLE QF_BV solved_pct,77.60978725880551,16.109033948279123
CSBS QF_BV avg_par2,18.107845902819307,13.653083176454954
CSBS QF_BV solved_pct,72.55779286156229,20.93443318317905
VBS QF_BV avg_par2,14.9669433157261,10.92131566025067
VBS QF_BV solved_pct,78.04048320091498,16.048859194198172
GRACKLE QF_LIA avg_par2,6.568052504719196,6.938187919222014
GRACKLE QF_LIA solved_pct,92.1347169268174,10.438240923333108
CSBS QF_LIA avg_par2,7.240341972833126,7.568552914068122
CSBS QF_LIA solved_pct,90.22718648456224,11.808161941228741
VBS QF_LIA avg_par2,5.0252357992034895,6.136752412437588
VBS QF_LIA solved_pct,93.03537194865147,8.89656828818405
GRACKLE QF_NRA avg_par2,17.46917541510265,18.496094837095885
GRACKLE QF_NRA solved_pct,73.65259010841939,30.88384888935753
CSBS QF_NRA avg_par2,23.96844282211534,20.046694905798855
CSBS QF_NRA solved_pct,61.33415356810626,33.275905516054
VBS QF_NRA avg_par2,16.399564559085526,18.56697127921586
VBS QF_NRA solved_pct,74.14000365632812,30.914695132945937
