metric,mean,std
Grackle avg PAR-2,9.499096424024643,2.567924628717867
Grackle solved%,86.98062776549182,4.108484628196793
CSBS avg PAR-2,11.52668961067052,3.1317860943403653
CSBS solved%,82.66797936979383,5.093396386995816
ΔPAR-2 vs CSBS (total),3640.6947999999984,1915.9741674904192
VBS disagreement%,85.79487644110341,6.7425650853668095
GRACKLE QF_BV avg_par2,15.527084246362381,11.278891266517663
GRACKLE QF_BV solved_pct,77.98001380330774,16.084064608318897
CSBS QF_BV avg_par2,18.699568651118092,14.623047081990295
CSBS QF_BV solved_pct,71.34303494099761,22.837587389064698
VBS QF_BV avg_par2,14.769391072676376,10.742985058487085
VBS QF_BV solved_pct,78.32116934232477,15.819689253765336
GRACKLE QF_LIA avg_par2,6.5223595260575395,7.047467308403002
GRACKLE QF_LIA solved_pct,91.68624917553248,11.070472789462682
CSBS QF_LIA avg_par2,7.050234277251748,7.495854039872825
CSBS QF_LIA solved_pct,90.34204930037342,11.88728222279287
VBS QF_LIA avg_par2,4.850805600840318,5.664174934011022
VBS QF_LIA solved_pct,93.29651118426611,8.319401140787907
GRACKLE QF_NRA avg_par2,17.26984323211256,18.292176817876577
GRACKLE QF_NRA solved_pct,74.01049975762905,30.462419762899835
CSBS QF_NRA avg_par2,21.48593180768255,20.564345640868815
CSBS QF_NRA solved_pct,65.59629402191796,34.12105755152772
VBS QF_NRA avg_par2,16.019072246462994,18.376904193406606
VBS QF_NRA solved_pct,74.69360802178045,30.488116204322974
