strategy,total_par2,avg_par2,solved,solved_pct
VBS,75355.84099999991,8.372871222222223,7900,87.77777777777777
GRACKLE,83184.77600000173,9.24275288888889,7850,87.22222222222223
CSBS,109390.54100000134,12.154504555555556,7329,81.43333333333334
SBS,356838.452000008,39.64871688888889,3155,35.05555555555556
