metric,mean,std
Grackle avg PAR-2,9.94434695321566,2.6842274385632447
Grackle solved%,86.38922765010702,4.1857823107846786
CSBS avg PAR-2,12.79205856236976,2.504347910080422
CSBS solved%,80.7678409592136,3.95577715132244
ΔPAR-2 vs CSBS (total),5094.9497999999785,2760.839767718589
VBS disagreement%,72.53855236803139,7.345442493798239
GRACKLE QF_BV avg_par2,15.957208010282443,11.676449613324213
GRACKLE QF_BV solved_pct,77.08787867388128,16.9389966919408
CSBS QF_BV avg_par2,19.06709044006258,15.02428004861661
CSBS QF_BV solved_pct,70.74488642924706,23.575438894119465
VBS QF_BV avg_par2,15.340049221958374,11.25774991806435
VBS QF_BV solved_pct,77.41209999036082,16.784616291601616
GRACKLE QF_LIA avg_par2,7.331340632272427,7.120684625464825
GRACKLE QF_LIA solved_pct,90.77693195034571,10.613886690595248
CSBS QF_LIA avg_par2,7.838771606337806,7.487565015394505
CSBS QF_LIA solved_pct,89.69821880085036,11.505745865468084
VBS QF_LIA avg_par2,6.207379854169956,6.403149318143909
VBS QF_LIA solved_pct,91.52469914713872,9.559019093349521
GRACKLE QF_NRA avg_par2,17.410945116584486,18.21200571539476
GRACKLE QF_NRA solved_pct,73.76320454897372,30.287571950037723
CSBS QF_NRA avg_par2,24.069120833022275,20.076459380262897
CSBS QF_NRA solved_pct,61.117066137541414,33.31164681834297
VBS QF_NRA avg_par2,16.50239005417025,18.261889899643304
VBS QF_NRA solved_pct,74.14636693929243,30.310206311851474
