metric,mean,std
Grackle avg PAR-2,9.599909316483501,2.7881032149913025
Grackle solved%,86.77801686026851,4.429335008274043
CSBS avg PAR-2,12.42673025231594,2.4675015715922854
CSBS solved%,81.15725603615371,3.9657935968374534
ΔPAR-2 vs CSBS (total),5058.553600000001,2666.1149206847595
VBS disagreement%,74.93567070523825,12.560621410351931
GRACKLE QF_BV avg_par2,15.794320815258633,11.36375351630746
GRACKLE QF_BV solved_pct,77.56087424692684,16.022631165195637
CSBS QF_BV avg_par2,18.970908786391472,14.932285821244816
CSBS QF_BV solved_pct,70.82766788620071,23.4515483200725
VBS QF_BV avg_par2,15.063071334867308,10.836571442146822
VBS QF_BV solved_pct,77.84621226273018,15.962254287000238
GRACKLE QF_LIA avg_par2,6.3586614399192705,7.447159664487182
GRACKLE QF_LIA solved_pct,91.83966726881997,10.898615129001026
CSBS QF_LIA avg_par2,6.901047100963728,7.942695983308279
CSBS QF_LIA solved_pct,90.68828179770051,12.066674509040995
VBS QF_LIA avg_par2,5.431792247976574,6.565430495574559
VBS QF_LIA solved_pct,92.4673965264619,9.822954784466534
GRACKLE QF_NRA avg_par2,17.420151348197408,18.471728082190538
GRACKLE QF_NRA solved_pct,73.660817150586,30.86277855989445
CSBS QF_NRA avg_par2,23.92777988022288,20.045824018210034
CSBS QF_NRA solved_pct,61.351899797032615,33.29521457406801
VBS QF_NRA avg_par2,16.40166342601806,18.56490270487469
VBS QF_NRA solved_pct,74.12225742740176,30.900020192655052
