strategy,total_par2,avg_par2,solved,solved_pct
VBS,78314.09000000032,8.701565555555556,7859,87.32222222222222
GRACKLE,88012.1030000021,9.779122555555556,7798,86.64444444444445
CSBS,114800.76400000186,12.755640444444444,7266,80.73333333333333
SBS,362402.96500000433,40.266996111111105,3079,34.21111111111111
