experiment_code,knob,value,logic,k,total_instances,vbs_par2,vbs_solved,vbs_solved_pct,sbs_par2,sbs_solved,sbs_solved_pct,sibyl_par2,sibyl_solved,sibyl_solved_pct,vbs_matches,total_wall_seconds,timestamp_utc,sibyl_vs_sbs_pct,closeness_to_vbs_pct
ABL_EDGE_SETS,edge_sets,['AST'],QF_LIA,5,250,1568.8009999999997,240,96.0,1844.744,239,95.6,3077.318,229,91.60000000000001,100,939.3,2026-03-04T23:31:03.146382+00:00,-66.81544973177851,-446.6770311259932
