experiment_code,knob,value,logic,fold,total,vbs_par2,vbs_solved,sbs_par2,sbs_solved,sibyl_par2,sibyl_solved,vbs_matches,wall_seconds
ABL_MODE,mode,max,QF_LIA,1,518,5843.419000000002,480,6597.441000000005,476,7062.707000000003,471,212,3568.1
ABL_MODE,mode,max,QF_LIA,2,518,5323.897000000012,484,6872.287000000005,473,6471.274000000008,476,178,3515.0
ABL_MODE,mode,max,QF_LIA,3,518,6250.122000000002,476,7535.756000000002,467,7954.842000000004,463,193,3570.0
ABL_MODE,mode,max,QF_LIA,4,518,6104.343999999999,479,7853.262000000002,467,7442.314999999998,469,196,3600.8
ABL_MODE,mode,max,QF_LIA,5,522,5094.004,493,6717.551999999992,480,6541.324,481,210,3505.7
