strategy,total_par2,avg_par2,solved,solved_pct
VBS,74452.69699999985,8.272521888888889,7912,87.91111111111111
GRACKLE,85683.29500000126,9.520366111111109,7825,86.94444444444444
CSBS,103886.76899999981,11.542974333333333,7438,82.64444444444445
SBS,359909.7080000064,39.98996755555555,3106,34.511111111111106
