strategy,total_par2,avg_par2,solved,solved_pct
VBS,79577.61899999985,8.841957666666666,7847,87.1888888888889
GRACKLE,86129.10299999996,9.569900333333335,7810,86.77777777777777
CSBS,104471.81299999956,11.607979222222221,7450,82.77777777777777
SBS,359993.6260000077,39.99929177777778,3124,34.71111111111111
