strategy,total_par2,avg_par2,solved,solved_pct
VBS,72036.58199999983,8.004064666666666,7948,88.3111111111111
GRACKLE,80178.16700000114,8.908685222222223,7927,88.07777777777778
CSBS,111024.47200000103,12.336052444444444,7315,81.27777777777779
SBS,357985.694000006,39.776188222222224,3138,34.86666666666667
