logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,35841.210999999916,11.947070333333333,2470,82.33333333333334,3000
QF_BV,GRACKLE,38640.72400000013,12.880241333333334,2455,81.83333333333334,3000
QF_BV,CSBS,44932.92000000015,14.97764,2317,77.23333333333333,3000
QF_BV,SBS,136041.47999999946,45.34716,760,25.333333333333336,3000
QF_LIA,VBS,15893.930000000124,5.297976666666667,2781,92.7,3000
QF_LIA,GRACKLE,18473.3060000003,6.157768666666667,2778,92.60000000000001,3000
QF_LIA,CSBS,24914.810000000336,8.304936666666666,2652,88.4,3000
QF_LIA,SBS,58348.66999999914,19.449556666666666,2082,69.39999999999999,3000
QF_NRA,VBS,20301.441000000163,6.767147,2697,89.9,3000
QF_NRA,GRACKLE,23064.13700000011,7.6880456666666666,2694,89.8,3000
QF_NRA,CSBS,41176.741999999605,13.72558066666667,2346,78.2,3000
QF_NRA,SBS,163595.54400000005,54.531848,296,9.866666666666667,3000
