strategy,total_par2,avg_par2,solved,solved_pct
VBS,78431.95299999921,8.714661444444445,7850,87.22222222222223
GRACKLE,86662.87400000145,9.629208222222223,7780,86.44444444444444
CSBS,111363.25600000104,12.373695111111113,7295,81.05555555555556
SBS,358105.3680000071,39.78948533333334,3129,34.766666666666666
