strategy,total_par2,avg_par2,solved,solved_pct
VBS,75060.68299999952,8.340075888888888,7911,87.9
GRACKLE,82629.46900000033,9.18105211111111,7871,87.45555555555555
CSBS,102934.88700000006,11.437209666666666,7460,82.88888888888889
SBS,359265.7040000087,39.91841155555556,3125,34.72222222222222
