strategy,total_par2,avg_par2,solved,solved_pct
VBS,75073.48999999998,8.34149888888889,7907,87.85555555555555
GRACKLE,82557.40600000173,9.17304511111111,7862,87.35555555555555
CSBS,109129.2910000018,12.125476777777777,7335,81.5
SBS,357649.9990000053,39.73888877777778,3133,34.81111111111111
