strategy,total_par2,avg_par2,solved,solved_pct
VBS,76515.69900000049,8.501744333333333,7882,87.57777777777778
GRACKLE,84529.53800000159,9.39217088888889,7833,87.03333333333333
CSBS,109922.52000000159,12.213613333333333,7326,81.39999999999999
SBS,358193.1600000047,39.79924,3125,34.72222222222222
