logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,36639.438999999984,12.213146333333333,2460,82.0,3000
QF_BV,GRACKLE,38716.54800000007,12.905516,2449,81.63333333333334,3000
QF_BV,CSBS,44906.82000000018,14.968940000000002,2318,77.26666666666667,3000
QF_BV,SBS,136079.03999999946,45.35967999999999,759,25.3,3000
QF_LIA,VBS,19237.866000000162,6.412622000000001,2730,91.0,3000
QF_LIA,GRACKLE,21899.751000000142,7.2999170000000015,2706,90.2,3000
QF_LIA,CSBS,23705.500000000124,7.901833333333333,2665,88.83333333333333,3000
QF_LIA,SBS,58389.11999999914,19.46304,2073,69.1,3000
QF_NRA,VBS,20638.394000000113,6.879464666666666,2692,89.73333333333333,3000
QF_NRA,GRACKLE,23913.239000000118,7.971079666666667,2678,89.26666666666667,3000
QF_NRA,CSBS,41310.19999999962,13.770066666666668,2343,78.10000000000001,3000
QF_NRA,SBS,163724.99999999994,54.575,293,9.766666666666666,3000
