logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,36521.43099999995,12.173810333333332,2466,82.19999999999999,3000
QF_BV,GRACKLE,37904.78800000003,12.634929333333334,2466,82.19999999999999,3000
QF_BV,CSBS,45862.46000000017,15.287486666666666,2297,76.56666666666668,3000
QF_BV,SBS,136001.3599999997,45.33378666666666,759,25.3,3000
QF_LIA,VBS,22279.873999999974,7.426624666666666,2691,89.7,3000
QF_LIA,GRACKLE,26614.061000000063,8.871353666666668,2664,88.8,3000
QF_LIA,CSBS,29522.900000000056,9.840966666666667,2604,86.8,3000
QF_LIA,SBS,63123.70999999905,21.041236666666663,2026,67.53333333333333,3000
QF_NRA,VBS,20751.575000000063,6.917191666666667,2692,89.73333333333333,3000
QF_NRA,GRACKLE,23568.951999999852,7.856317333333332,2682,89.4,3000
QF_NRA,CSBS,40269.82699999988,13.423275666666669,2363,78.76666666666667,3000
QF_NRA,SBS,162804.145,54.26804833333334,311,10.366666666666667,3000
