metric,mean,std
Grackle avg PAR-2,9.176413077586727,3.0023255782422464
Grackle solved%,86.86682165941971,4.388720346870934
CSBS avg PAR-2,10.856907471412427,3.396001437761403
CSBS solved%,83.57084061116828,5.393025502014709
ΔPAR-2 vs CSBS (total),3017.1426000000033,1337.2719549398378
VBS disagreement%,60.502365470112544,11.503620461496174
GRACKLE QF_BV avg_par2,15.112264643251056,10.657485878360982
GRACKLE QF_BV solved_pct,77.93262746595518,15.665280126363774
CSBS QF_BV avg_par2,17.129338942412822,12.625556573469204
CSBS QF_BV solved_pct,74.01573473219042,19.235448032285746
VBS QF_BV avg_par2,14.525908337051114,10.454638868373943
VBS QF_BV solved_pct,78.51696695503567,15.566168848246313
GRACKLE QF_LIA avg_par2,6.101981409794139,7.124355028052382
GRACKLE QF_LIA solved_pct,91.77329558740402,10.875909623295332
CSBS QF_LIA avg_par2,6.574475112614456,7.485867820439501
CSBS QF_LIA solved_pct,90.76612280193851,11.742883253514874
VBS QF_LIA avg_par2,5.2117957322971735,6.292481617215738
VBS QF_LIA solved_pct,92.66878192662419,9.389187619541188
GRACKLE QF_NRA avg_par2,16.977105311192634,18.53642538210729
GRACKLE QF_NRA solved_pct,73.76506830817603,30.85867661832342
CSBS QF_NRA avg_par2,20.882342089283046,20.437245564848148
CSBS QF_NRA solved_pct,66.55840922127815,33.97629941099388
VBS QF_NRA avg_par2,16.18072079177087,18.24865476730576
VBS QF_NRA solved_pct,74.47722471420704,30.339740408865737
