tier,ref,featuriser,model,policy,logic,seed,fold,par2,solved_pct,vbs_gap,train_time_s,predict_time_s,n_train,n_test,slurm_job,slurm_task
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,42,1,9134.80,90.0,0.5469,71.4,19.0,2400,600,hydra,04-09-50
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,42,2,10740.02,87.2,0.5545,72.5,19.3,2400,600,hydra,04-09-50
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,42,3,10946.56,86.3,1.2973,75.8,15.8,2400,600,hydra,04-09-50
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,42,4,12434.98,84.7,1.4042,74.2,17.9,2400,600,hydra,04-09-50
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,42,MEAN,10718.27,87.2,-213.5,458.4,,,,hydra,04-09-50
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,42,0,14883.81,82.3,0.2955,630.1,110.7,2400,600,hydra,04-15-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,42,1,14645.23,82.2,0.3188,553.0,174.4,2400,600,hydra,04-15-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,42,2,13027.89,83.3,0.2588,630.1,100.2,2400,600,hydra,04-15-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,42,3,14665.15,82.0,0.2763,559.8,174.0,2400,600,hydra,04-15-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,42,4,13729.01,82.5,0.2286,566.6,166.4,2400,600,hydra,04-15-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,42,MEAN,14190.22,82.5,29.4,3665.3,,,,hydra,04-15-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,123,0,9309.84,89.0,0.6477,73.7,17.6,2400,600,hydra,04-17-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,123,1,9181.03,89.3,0.9038,74.3,17.4,2400,600,hydra,04-17-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,123,2,8793.25,89.7,0.6954,72.4,17.1,2400,600,hydra,04-17-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,123,3,10674.48,88.2,0.5572,70.5,19.4,2400,600,hydra,04-17-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,123,4,11419.17,85.7,0.7937,73.8,17.1,2400,600,hydra,04-17-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,123,MEAN,9875.55,88.4,-173.3,453.1,,,,hydra,04-17-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,123,0,16696.97,79.7,0.2519,623.7,137.3,2400,600,hydra,04-21-23
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,123,1,14623.96,82.2,0.3351,579.0,168.7,2400,600,hydra,04-21-23
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,123,2,13752.66,83.2,0.3262,556.2,192.0,2400,600,hydra,04-21-23
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,123,3,13343.00,83.8,0.2747,627.4,120.5,2400,600,hydra,04-21-23
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,123,4,15099.87,80.5,0.4407,620.6,124.9,2400,600,hydra,04-21-23
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,123,MEAN,14703.29,81.9,16.6,3750.4,,,,hydra,04-21-23
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,456,0,8835.46,89.7,0.4514,73.1,18.3,2400,600,hydra,04-25-14
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,456,1,10858.05,86.5,0.9037,72.5,18.7,2400,600,hydra,04-25-14
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,456,2,10224.29,88.3,0.7982,73.4,18.4,2400,600,hydra,04-25-14
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,456,3,6728.84,92.5,0.6749,73.9,16.2,2400,600,hydra,04-25-14
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,456,4,10542.71,87.5,0.4275,72.3,18.1,2400,600,hydra,04-25-14
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,456,MEAN,9437.87,88.9,-136.8,455.0,,,,hydra,04-25-14
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,456,0,13914.49,82.3,0.2173,598.1,161.8,2400,600,hydra,04-25-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,456,1,14111.77,82.5,0.2901,616.4,133.4,2400,600,hydra,04-25-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,456,2,13452.64,83.3,0.2140,649.2,97.9,2400,600,hydra,04-25-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,456,3,14054.18,82.5,0.2547,546.6,207.8,2400,600,hydra,04-25-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,456,4,14661.14,82.2,0.3380,607.9,146.5,2400,600,hydra,04-25-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_BV,456,MEAN,14038.85,82.6,32.0,3765.5,,,,hydra,04-25-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,42,0,10405.85,87.8,0.6978,72.8,16.9,2400,600,hydra,04-30-41
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,42,1,9647.67,89.3,0.6338,69.4,18.1,2400,600,hydra,04-30-41
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,42,2,10589.13,87.5,0.5327,70.1,18.6,2400,600,hydra,04-30-41
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,42,3,11068.40,86.0,1.3229,72.8,15.3,2400,600,hydra,04-30-41
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,42,4,12510.89,84.8,1.4189,71.7,17.3,2400,600,hydra,04-30-41
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,42,MEAN,10844.39,87.1,-221.2,443.1,,,,hydra,04-30-41
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,42,0,15467.83,81.8,0.3464,645.2,113.7,2400,600,hydra,04-31-20
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,42,1,15071.70,81.8,0.3572,566.6,179.2,2400,600,hydra,04-31-20
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,42,2,12598.97,84.2,0.2173,642.8,102.5,2400,600,hydra,04-31-20
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,42,3,15210.06,81.2,0.3237,568.8,177.2,2400,600,hydra,04-31-20
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,42,4,13990.57,82.0,0.2520,577.8,170.7,2400,600,hydra,04-31-20
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,42,MEAN,14467.82,82.2,24.2,3744.6,,,,hydra,04-31-20
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,123,0,9498.06,88.8,0.6810,74.2,17.7,2400,600,hydra,04-32-56
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,123,1,9249.73,89.5,0.9181,74.5,17.4,2400,600,hydra,04-32-56
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,123,2,8989.99,89.2,0.7334,73.2,17.4,2400,600,hydra,04-32-56
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,123,3,11748.39,86.0,0.7139,70.7,19.7,2400,600,hydra,04-32-56
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,123,4,11191.44,86.2,0.7579,74.7,17.1,2400,600,hydra,04-32-56
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,123,MEAN,10135.52,87.9,-187.6,456.5,,,,hydra,04-32-56
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,123,0,17091.79,79.3,0.2815,603.5,133.7,2400,600,hydra,04-38-12
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,123,1,14899.36,82.3,0.3603,562.6,162.8,2400,600,hydra,04-38-12
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,123,2,14073.76,83.0,0.3572,538.3,186.1,2400,600,hydra,04-38-12
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,123,3,13704.23,83.3,0.3092,609.6,117.2,2400,600,hydra,04-38-12
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,123,4,15431.05,80.0,0.4723,606.8,121.3,2400,600,hydra,04-38-12
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,123,MEAN,15040.04,81.6,8.8,3641.9,,,,hydra,04-38-12
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,456,0,8740.85,89.8,0.4358,72.1,17.8,2400,600,hydra,04-38-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,456,1,10824.95,86.5,0.8979,71.3,18.2,2400,600,hydra,04-38-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,456,2,10477.68,88.2,0.8428,72.7,17.9,2400,600,hydra,04-38-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,456,3,6579.00,92.8,0.6376,73.6,16.0,2400,600,hydra,04-38-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,456,4,11022.49,86.5,0.4924,72.3,18.2,2400,600,hydra,04-38-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_LIA,456,MEAN,9528.99,88.8,-144.8,450.2,,,,hydra,04-38-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,456,0,13844.59,82.5,0.2112,591.2,159.1,2400,600,hydra,04-40-39
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,456,1,14481.12,82.2,0.3239,606.5,131.2,2400,600,hydra,04-40-39
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,456,2,13392.08,83.5,0.2085,640.8,96.4,2400,600,hydra,04-40-39
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,456,3,13967.60,82.8,0.2470,538.9,203.9,2400,600,hydra,04-40-39
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,456,4,14943.90,82.3,0.3638,599.0,143.7,2400,600,hydra,04-40-39
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_70_30,QF_BV,456,MEAN,14125.86,82.7,29.4,3710.6,,,,hydra,04-40-39
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,42,0,10313.17,88.2,0.6827,74.5,17.5,2400,600,hydra,04-45-59
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,42,1,9822.24,89.2,0.6633,70.9,18.8,2400,600,hydra,04-45-59
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,42,2,10242.73,88.3,0.4825,72.3,19.3,2400,600,hydra,04-45-59
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,42,3,10993.25,86.2,1.3071,75.3,15.9,2400,600,hydra,04-45-59
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,42,4,12606.89,84.8,1.4374,74.2,17.9,2400,600,hydra,04-45-59
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,42,MEAN,10795.66,87.3,-217.0,456.6,,,,hydra,04-45-59
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,42,0,15993.34,80.8,0.3921,638.7,112.3,2400,600,hydra,04-46-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,42,1,15458.89,81.2,0.3921,564.0,178.1,2400,600,hydra,04-46-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,42,2,12592.55,84.2,0.2167,639.4,102.6,2400,600,hydra,04-46-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,42,3,15413.89,80.8,0.3414,565.3,177.2,2400,600,hydra,04-46-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,42,4,14065.94,81.8,0.2587,571.2,169.2,2400,600,hydra,04-46-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,42,MEAN,14704.92,81.8,18.9,3718.0,,,,hydra,04-46-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,123,0,9742.16,88.3,0.7242,74.1,17.7,2400,600,hydra,04-53-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,123,1,9432.21,89.2,0.9559,74.1,17.2,2400,600,hydra,04-53-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,123,2,8790.09,89.7,0.6948,72.6,17.4,2400,600,hydra,04-53-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,123,3,11757.49,86.2,0.7152,69.7,19.5,2400,600,hydra,04-53-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,123,4,11197.44,86.2,0.7589,74.4,17.1,2400,600,hydra,04-53-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,123,MEAN,10183.88,87.9,-191.4,453.8,,,,hydra,04-53-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,123,0,17552.85,78.5,0.3161,627.1,137.2,2400,600,hydra,04-57-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,123,1,15113.75,82.2,0.3798,584.3,169.7,2400,600,hydra,04-57-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,123,2,14500.02,82.2,0.3983,557.4,194.7,2400,600,hydra,04-57-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,123,3,14155.75,82.3,0.3524,632.9,121.5,2400,600,hydra,04-57-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,123,4,15538.82,79.8,0.4826,624.0,125.4,2400,600,hydra,04-57-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,123,MEAN,15372.24,81.0,1.5,3774.3,,,,hydra,04-57-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,456,0,8802.64,89.7,0.4460,73.2,17.9,2400,600,hydra,05-01-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,456,1,10756.38,86.7,0.8859,72.2,18.6,2400,600,hydra,05-01-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,456,2,10639.70,88.0,0.8713,73.6,17.9,2400,600,hydra,05-01-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,456,3,6601.61,92.8,0.6432,74.4,16.1,2400,600,hydra,05-01-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,456,4,10990.45,86.7,0.4881,72.5,18.2,2400,600,hydra,05-01-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_LIA,456,MEAN,9558.16,88.8,-147.2,454.7,,,,hydra,05-01-22
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,456,0,14110.47,81.8,0.2345,593.4,160.7,2400,600,hydra,05-09-04
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,456,1,14722.64,81.8,0.3460,613.0,133.6,2400,600,hydra,05-09-04
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,456,2,13537.13,83.2,0.2216,648.8,97.5,2400,600,hydra,05-09-04
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,456,3,13980.23,82.8,0.2481,540.2,205.6,2400,600,hydra,05-09-04
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,456,4,15479.48,81.3,0.4127,601.6,145.6,2400,600,hydra,05-09-04
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_80_20,QF_BV,456,MEAN,14365.99,82.2,23.5,3740.0,,,,hydra,05-09-04
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,42,0,10363.63,87.8,0.6909,74.0,17.2,2400,600,hydra,05-17-06
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,42,1,9190.06,90.2,0.5563,70.0,18.4,2400,600,hydra,05-17-06
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,42,2,10851.06,86.8,0.5706,70.9,19.0,2400,600,hydra,05-17-06
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,42,3,9507.44,89.8,0.9953,74.5,15.4,2400,600,hydra,05-17-06
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,42,4,11948.54,86.0,1.3101,72.8,17.5,2400,600,hydra,05-17-06
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,42,MEAN,10372.15,88.1,-190.3,449.8,,,,hydra,05-17-06
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,42,0,15676.08,80.8,0.3645,646.5,113.5,2400,600,hydra,05-24-00
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,42,1,15136.35,81.3,0.3631,568.1,178.7,2400,600,hydra,05-24-00
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,42,2,12763.04,83.8,0.2332,644.3,102.5,2400,600,hydra,05-24-00
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,42,3,15184.67,81.0,0.3215,571.5,177.1,2400,600,hydra,05-24-00
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,42,4,13965.56,82.0,0.2498,577.6,171.1,2400,600,hydra,05-24-00
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,42,MEAN,14545.14,81.8,22.1,3750.9,,,,hydra,05-24-00
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,123,0,9441.78,88.8,0.6710,72.9,17.4,2400,600,hydra,05-24-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,123,1,9165.46,89.5,0.9006,73.1,16.9,2400,600,hydra,05-24-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,123,2,8304.30,90.8,0.6012,71.2,17.1,2400,600,hydra,05-24-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,123,3,11639.20,86.0,0.6980,69.6,19.3,2400,600,hydra,05-24-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,123,4,10710.99,87.3,0.6825,73.3,16.8,2400,600,hydra,05-24-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,123,MEAN,9852.34,88.5,-169.0,447.6,,,,hydra,05-24-42
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,123,0,17310.95,78.5,0.2980,622.5,137.3,2400,600,hydra,05-28-08
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,123,1,15016.08,81.7,0.3709,581.2,169.0,2400,600,hydra,05-28-08
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,123,2,14206.44,82.3,0.3700,556.6,193.8,2400,600,hydra,05-28-08
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,123,3,13973.81,82.5,0.3350,629.5,121.2,2400,600,hydra,05-28-08
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,123,4,14702.94,81.7,0.4028,627.0,124.5,2400,600,hydra,05-28-08
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,123,MEAN,15042.04,81.3,9.8,3762.6,,,,hydra,05-28-08
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,456,0,8812.00,89.7,0.4475,71.3,17.7,2400,600,hydra,05-32-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,456,1,10561.69,87.2,0.8517,70.3,18.2,2400,600,hydra,05-32-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,456,2,10235.40,88.5,0.8002,71.7,17.7,2400,600,hydra,05-32-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,456,3,6503.54,93.0,0.6188,72.0,15.6,2400,600,hydra,05-32-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,456,4,10815.74,86.8,0.4644,70.5,17.7,2400,600,hydra,05-32-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_LIA,456,MEAN,9385.67,89.0,-135.1,442.6,,,,hydra,05-32-17
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,456,0,13944.16,82.2,0.2199,596.9,163.1,2400,600,hydra,05-33-51
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,456,1,14296.88,82.3,0.3070,618.4,133.4,2400,600,hydra,05-33-51
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,456,2,13657.79,82.8,0.2325,652.7,98.2,2400,600,hydra,05-33-51
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,456,3,14358.60,81.8,0.2819,549.1,206.7,2400,600,hydra,05-33-51
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,456,4,14972.20,81.8,0.3664,606.7,145.9,2400,600,hydra,05-33-51
core,REF-VECTOR,machsmt_162,adaboost_ehm,top3_split,QF_BV,456,MEAN,14245.92,82.2,27.2,3771.2,,,,hydra,05-33-51
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,42,0,10467.42,87.5,0.7079,73.1,17.2,2400,600,hydra,05-39-01
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,42,1,9049.23,90.2,0.5324,69.7,18.5,2400,600,hydra,05-39-01
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,42,2,10916.13,86.7,0.5800,70.8,18.7,2400,600,hydra,05-39-01
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,42,3,9525.60,89.7,0.9991,74.0,15.6,2400,600,hydra,05-39-01
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,42,4,11853.31,86.0,1.2917,72.3,17.2,2400,600,hydra,05-39-01
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,42,MEAN,10362.33,88.0,-190.5,447.2,,,,hydra,05-39-01
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,42,0,15308.10,81.3,0.3325,635.7,110.8,2400,600,hydra,05-39-46
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,42,1,14667.26,82.2,0.3208,558.5,176.5,2400,600,hydra,05-39-46
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,42,2,13017.55,83.3,0.2578,633.7,101.3,2400,600,hydra,05-39-46
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,42,3,14950.81,81.3,0.3011,560.2,175.5,2400,600,hydra,05-39-46
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,42,4,13872.06,82.2,0.2414,568.7,167.1,2400,600,hydra,05-39-46
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,42,MEAN,14363.16,82.1,25.5,3688.0,,,,hydra,05-39-46
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,123,0,9285.77,89.0,0.6434,73.0,17.6,2400,600,hydra,05-42-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,123,1,9248.30,89.2,0.9178,74.3,17.1,2400,600,hydra,05-42-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,123,2,8429.08,90.5,0.6252,72.5,17.4,2400,600,hydra,05-42-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,123,3,11612.73,85.8,0.6941,70.3,19.5,2400,600,hydra,05-42-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,123,4,10930.66,86.8,0.7170,74.2,17.0,2400,600,hydra,05-42-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,123,MEAN,9901.31,88.3,-172.4,452.9,,,,hydra,05-42-36
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,123,0,16968.34,79.0,0.2723,612.9,134.7,2400,600,hydra,05-46-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,123,1,14760.61,81.8,0.3476,570.5,165.5,2400,600,hydra,05-46-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,123,2,14029.51,82.5,0.3529,546.8,188.6,2400,600,hydra,05-46-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,123,3,13843.66,82.7,0.3226,617.1,118.7,2400,600,hydra,05-46-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,123,4,14473.32,82.0,0.3809,614.4,122.9,2400,600,hydra,05-46-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_BV,123,MEAN,14815.09,81.6,15.0,3692.1,,,,hydra,05-46-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,456,0,9028.33,89.2,0.4831,70.8,17.6,2400,600,hydra,05-48-46
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,456,1,10614.47,87.0,0.8610,70.4,18.1,2400,600,hydra,05-48-46
core,REF-VECTOR,machsmt_162,adaboost_ehm,exponential_timer,QF_LIA,456,2,10137.98,88.5,0.7831,71.6,17.4,2400,600,hydra,05-48-46
