tier,ref,featuriser,model,policy,logic,seed,fold,par2,solved_pct,vbs_gap,train_time_s,predict_time_s,n_train,n_test,slurm_job,slurm_task
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,42,MEAN,10490.29,87.1,-201.4,578.7,,,,hydra,01-38-19
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,42,0,12978.35,83.7,0.1297,757.9,137.3,2400,600,hydra,01-42-00
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,42,1,15024.36,80.7,0.3530,684.3,210.9,2400,600,hydra,01-42-00
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,42,2,11917.84,85.3,0.1515,772.1,121.9,2400,600,hydra,01-42-00
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,42,3,15279.80,80.0,0.3297,694.1,207.4,2400,600,hydra,01-42-00
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,42,4,15712.06,79.5,0.4060,678.8,205.6,2400,600,hydra,01-42-00
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,42,MEAN,14182.48,81.8,33.7,4470.2,,,,hydra,01-42-00
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,123,0,9036.16,89.0,0.5992,93.3,22.5,2400,600,hydra,01-48-08
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,123,1,9312.78,88.5,0.9311,93.2,22.2,2400,600,hydra,01-48-08
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,123,2,9025.99,89.3,0.7403,93.3,22.3,2400,600,hydra,01-48-08
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,123,3,11031.82,86.3,0.6094,90.5,24.9,2400,600,hydra,01-48-08
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,123,4,11672.88,85.3,0.8336,94.9,21.5,2400,600,hydra,01-48-08
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,123,MEAN,10015.93,87.7,-181.7,578.4,,,,hydra,01-48-08
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,123,0,18464.65,75.7,0.3845,724.2,164.6,2400,600,hydra,01-49-05
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,123,1,14776.70,80.8,0.3491,689.7,189.8,2400,600,hydra,01-49-05
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,123,2,15101.33,80.3,0.4563,654.9,228.0,2400,600,hydra,01-49-05
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,123,3,15032.26,80.7,0.4361,757.4,143.9,2400,600,hydra,01-49-05
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,123,4,16271.00,78.3,0.5524,731.3,149.4,2400,600,hydra,01-49-05
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,123,MEAN,15929.19,79.2,-12.0,4433.1,,,,hydra,01-49-05
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,456,0,9572.69,88.0,0.5725,95.9,24.0,2400,600,hydra,01-53-24
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,456,1,11358.51,85.8,0.9914,91.9,23.9,2400,600,hydra,01-53-24
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,456,2,10693.73,86.8,0.8808,92.8,23.1,2400,600,hydra,01-53-24
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,456,3,8245.40,90.2,1.0523,95.9,20.4,2400,600,hydra,01-53-24
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,456,4,11511.02,85.7,0.5586,93.7,23.7,2400,600,hydra,01-53-24
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_LIA,456,MEAN,10276.27,87.3,-191.8,585.3,,,,hydra,01-53-24
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,456,0,16657.49,78.2,0.4573,689.3,185.9,2400,600,hydra,01-57-53
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,456,1,16596.05,78.0,0.5172,717.1,158.7,2400,600,hydra,01-57-53
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,456,2,15715.88,79.8,0.4183,761.5,118.0,2400,600,hydra,01-57-53
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,456,3,14102.07,82.0,0.2590,636.0,237.9,2400,600,hydra,01-57-53
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,456,4,17142.04,77.3,0.5644,702.5,166.1,2400,600,hydra,01-57-53
core,REF-VECTOR,static_light_bow,adaboost_ehm,select_argmin,QF_BV,456,MEAN,16042.70,79.1,-15.8,4372.9,,,,hydra,01-57-53
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,42,0,9487.06,88.5,0.5479,92.6,22.0,2400,600,hydra,02-03-19
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,42,1,10613.75,87.2,0.7974,90.3,24.1,2400,600,hydra,02-03-19
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,42,2,11835.43,85.2,0.7131,89.1,24.4,2400,600,hydra,02-03-19
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,42,3,6290.09,93.8,0.3201,94.1,19.9,2400,600,hydra,02-03-19
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,42,4,9915.64,89.2,0.9171,91.7,22.6,2400,600,hydra,02-03-19
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,42,MEAN,9628.39,88.8,-138.9,570.7,,,,hydra,02-03-19
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,42,0,17659.03,76.7,0.5371,765.4,139.1,2400,600,hydra,02-07-12
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,42,1,16158.59,78.8,0.4551,689.8,222.9,2400,600,hydra,02-07-12
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,42,2,16905.87,78.0,0.6335,774.2,120.9,2400,600,hydra,02-07-12
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,42,3,16522.98,78.3,0.4379,687.8,205.7,2400,600,hydra,02-07-12
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,42,4,16735.35,78.2,0.4976,692.8,210.7,2400,600,hydra,02-07-12
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,42,MEAN,16796.36,78.0,-34.3,4509.4,,,,hydra,02-07-12
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,123,0,11633.11,85.3,1.0588,92.0,22.4,2400,600,hydra,02-12-58
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,123,1,6324.83,93.3,0.3115,92.0,22.0,2400,600,hydra,02-12-58
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,123,2,10231.57,87.7,0.9728,93.1,22.3,2400,600,hydra,02-12-58
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,123,3,12911.58,83.5,0.8836,89.4,25.0,2400,600,hydra,02-12-58
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,123,4,8529.46,90.5,0.3398,93.5,21.8,2400,600,hydra,02-12-58
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,123,MEAN,9926.11,88.1,-166.3,573.6,,,,hydra,02-12-58
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,123,0,19464.58,74.3,0.4594,730.4,165.4,2400,600,hydra,02-13-01
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,123,1,17584.07,76.8,0.6054,719.6,189.8,2400,600,hydra,02-13-01
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,123,2,16961.23,77.7,0.6357,663.3,231.9,2400,600,hydra,02-13-01
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,123,3,15182.76,80.5,0.4505,757.9,145.3,2400,600,hydra,02-13-01
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,123,4,16635.65,77.8,0.5872,752.9,151.5,2400,600,hydra,02-13-01
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,123,MEAN,17165.66,77.4,-38.3,4508.0,,,,hydra,02-13-01
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,456,0,8572.37,90.2,0.4082,90.7,23.6,2400,600,hydra,02-22-40
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,456,1,10429.50,87.0,0.8285,89.9,23.4,2400,600,hydra,02-22-40
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,456,2,10999.87,86.0,0.9346,91.3,22.9,2400,600,hydra,02-22-40
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,456,3,9068.96,89.3,1.2573,93.5,20.2,2400,600,hydra,02-22-40
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,456,4,10324.03,87.2,0.3979,91.1,23.1,2400,600,hydra,02-22-40
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_LIA,456,MEAN,9878.95,87.9,-168.7,569.6,,,,hydra,02-22-40
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,456,0,16488.75,78.3,0.4426,717.9,184.0,2400,600,hydra,02-32-16
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,456,1,17119.67,77.2,0.5651,726.2,159.3,2400,600,hydra,02-32-16
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,456,2,17169.65,77.7,0.5494,772.2,119.9,2400,600,hydra,02-32-16
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,456,3,13960.91,82.3,0.2464,655.7,243.8,2400,600,hydra,02-32-16
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,456,4,16358.33,78.5,0.4929,723.9,169.3,2400,600,hydra,02-32-16
core,REF-VECTOR,entropy,adaboost_ehm,select_argmin,QF_BV,456,MEAN,16219.46,78.8,-19.6,4472.2,,,,hydra,02-32-16
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,42,0,12290.55,84.3,1.0053,85.4,20.5,2400,600,hydra,02-56-38
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,42,1,7637.46,91.5,0.2934,83.1,22.5,2400,600,hydra,02-56-38
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,42,2,9103.69,90.2,0.3177,83.1,22.8,2400,600,hydra,02-56-38
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,42,3,6393.82,93.7,0.3419,87.7,18.3,2400,600,hydra,02-56-38
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,42,4,10125.31,87.5,0.9576,83.5,20.7,2400,600,hydra,02-56-38
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,42,MEAN,9110.17,89.4,-117.3,527.6,,,,hydra,02-56-38
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,42,0,13797.35,82.5,0.2010,673.0,124.3,2400,600,hydra,03-03-04
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,42,1,16549.15,78.3,0.4903,614.9,186.3,2400,600,hydra,03-03-04
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,42,2,13089.18,83.2,0.2647,694.8,109.8,2400,600,hydra,03-03-04
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,42,3,14948.65,80.5,0.3009,615.0,183.3,2400,600,hydra,03-03-04
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,42,4,15934.19,79.7,0.4259,612.8,184.7,2400,600,hydra,03-03-04
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,42,MEAN,14863.70,80.8,17.0,3998.9,,,,hydra,03-03-04
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,123,0,7194.98,92.5,0.2734,85.1,20.6,2400,600,hydra,03-05-33
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,123,1,6652.05,93.2,0.3794,84.6,20.4,2400,600,hydra,03-05-33
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,123,2,7101.94,92.8,0.3693,85.5,20.4,2400,600,hydra,03-05-33
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,123,3,8767.16,90.8,0.2790,82.1,23.0,2400,600,hydra,03-05-33
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,123,4,9084.14,89.5,0.4269,85.3,19.8,2400,600,hydra,03-05-33
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,123,MEAN,7760.05,91.8,-32.6,526.8,,,,hydra,03-05-33
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,123,0,18297.08,76.0,0.3719,638.7,144.7,2400,600,hydra,03-10-52
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,123,1,17041.00,77.7,0.5558,613.1,166.4,2400,600,hydra,03-10-52
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,123,2,13301.93,83.0,0.2828,577.0,198.3,2400,600,hydra,03-10-52
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,123,3,14456.94,81.3,0.3811,651.4,127.7,2400,600,hydra,03-10-52
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,123,4,14552.28,81.2,0.3885,645.6,132.0,2400,600,hydra,03-10-52
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,123,MEAN,15529.85,79.8,0.4,3894.9,,,,hydra,03-10-52
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,456,0,11514.37,85.2,0.8914,82.3,21.0,2400,600,hydra,03-14-18
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,456,1,8083.59,91.2,0.4172,81.5,21.4,2400,600,hydra,03-14-18
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,456,2,7979.81,91.5,0.4035,83.3,20.7,2400,600,hydra,03-14-18
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,456,3,7486.12,91.7,0.8633,85.3,18.3,2400,600,hydra,03-14-18
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,456,4,14038.63,81.8,0.9008,82.0,21.0,2400,600,hydra,03-14-18
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_LIA,456,MEAN,9820.50,88.3,-167.2,516.9,,,,hydra,03-14-18
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,456,0,14660.92,81.2,0.2826,633.8,170.7,2400,600,hydra,03-14-26
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,456,1,13289.02,82.8,0.2149,656.7,144.1,2400,600,hydra,03-14-26
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,456,2,15548.12,80.0,0.4031,693.4,109.5,2400,600,hydra,03-14-26
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,456,3,14081.23,81.8,0.2571,583.3,217.0,2400,600,hydra,03-14-26
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,456,4,13863.31,82.3,0.2652,649.2,151.9,2400,600,hydra,03-14-26
core,REF-VECTOR,proof_complexity,adaboost_ehm,select_argmin,QF_BV,456,MEAN,14288.52,81.6,28.4,4009.6,,,,hydra,03-14-26
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,42,0,10916.19,86.7,0.7811,73.0,17.0,2400,600,hydra,03-21-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,42,1,11107.07,86.0,0.8809,69.4,18.3,2400,600,hydra,03-21-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,42,2,10117.13,88.7,0.4643,70.1,18.6,2400,600,hydra,03-21-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,42,3,10926.69,86.3,1.2932,73.4,15.4,2400,600,hydra,03-21-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,42,4,13705.69,82.2,1.6499,72.0,17.4,2400,600,hydra,03-21-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,42,MEAN,11354.56,86.0,-249.1,444.7,,,,hydra,03-21-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,42,0,17789.39,76.3,0.5484,648.4,113.4,2400,600,hydra,03-22-28
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,42,1,16612.00,78.3,0.4959,569.6,180.2,2400,600,hydra,03-22-28
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,42,2,12193.35,85.2,0.1781,645.5,102.1,2400,600,hydra,03-22-28
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,42,3,16210.25,78.8,0.4107,572.3,177.5,2400,600,hydra,03-22-28
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,42,4,14132.91,81.7,0.2647,579.2,171.4,2400,600,hydra,03-22-28
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,42,MEAN,15387.58,80.1,4.4,3759.7,,,,hydra,03-22-28
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,123,0,10203.32,87.2,0.8058,72.5,17.3,2400,600,hydra,03-23-02
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,123,1,10256.60,87.2,1.1268,73.1,17.0,2400,600,hydra,03-23-02
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,123,2,8846.66,89.5,0.7057,70.8,17.2,2400,600,hydra,03-23-02
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,123,3,12705.72,83.8,0.8536,69.3,19.2,2400,600,hydra,03-23-02
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,123,4,11203.27,86.2,0.7598,72.8,16.6,2400,600,hydra,03-23-02
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,123,MEAN,10643.12,86.8,-219.8,445.7,,,,hydra,03-23-02
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,123,0,18959.17,75.0,0.4215,626.7,137.8,2400,600,hydra,03-28-16
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,123,1,16999.65,77.5,0.5520,583.0,170.0,2400,600,hydra,03-28-16
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,123,2,15629.93,79.3,0.5073,557.6,193.7,2400,600,hydra,03-28-16
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,123,3,14500.72,81.5,0.3853,632.9,122.3,2400,600,hydra,03-28-16
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,123,4,16014.18,78.7,0.5279,628.4,125.7,2400,600,hydra,03-28-16
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,123,MEAN,16420.73,78.4,-21.3,3778.0,,,,hydra,03-28-16
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,456,0,8882.37,89.5,0.4591,72.1,17.8,2400,600,hydra,03-28-21
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,456,1,10755.38,86.7,0.8857,71.8,18.8,2400,600,hydra,03-28-21
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,456,2,11819.09,85.2,1.0787,73.5,17.9,2400,600,hydra,03-28-21
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,456,3,6678.35,92.7,0.6623,74.3,16.2,2400,600,hydra,03-28-21
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,456,4,11596.61,85.2,0.5702,72.4,18.3,2400,600,hydra,03-28-21
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_LIA,456,MEAN,9946.36,87.8,-177.1,453.1,,,,hydra,03-28-21
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,456,0,13901.76,82.3,0.2162,588.1,159.1,2400,600,hydra,03-29-07
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,456,1,15870.60,79.0,0.4509,604.5,130.6,2400,600,hydra,03-29-07
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,456,2,13456.04,83.3,0.2143,636.2,96.1,2400,600,hydra,03-29-07
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,456,3,14263.63,82.2,0.2734,533.9,202.1,2400,600,hydra,03-29-07
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,456,4,17032.54,77.5,0.5544,594.1,141.9,2400,600,hydra,03-29-07
core,REF-VECTOR,machsmt_162,adaboost_ehm,top1_full,QF_BV,456,MEAN,14904.91,80.9,9.3,3686.7,,,,hydra,03-29-07
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,42,0,10301.72,88.0,0.6808,73.8,17.4,2400,600,hydra,03-30-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,42,1,9399.40,89.7,0.5917,69.9,18.6,2400,600,hydra,03-30-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,42,2,10781.09,87.0,0.5604,71.9,18.7,2400,600,hydra,03-30-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,42,3,10877.40,86.5,1.2828,74.3,15.4,2400,600,hydra,03-30-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,42,4,12513.40,84.7,1.4194,72.3,17.4,2400,600,hydra,03-30-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,42,MEAN,10774.60,87.2,-216.3,449.7,,,,hydra,03-30-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,42,0,15143.53,82.2,0.3181,643.6,112.9,2400,600,hydra,03-36-03
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,42,1,14857.64,82.0,0.3380,565.8,178.4,2400,600,hydra,03-36-03
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,42,2,12834.53,83.7,0.2401,643.1,102.0,2400,600,hydra,03-36-03
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,42,3,14844.68,81.8,0.2919,566.6,177.2,2400,600,hydra,03-36-03
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,42,4,13763.01,82.5,0.2316,574.2,169.4,2400,600,hydra,03-36-03
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,42,MEAN,14288.68,82.4,27.6,3733.3,,,,hydra,03-36-03
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,123,0,9504.52,88.7,0.6821,72.6,17.4,2400,600,hydra,03-38-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,123,1,9116.18,89.7,0.8904,73.6,17.0,2400,600,hydra,03-38-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,123,2,8837.04,89.5,0.7039,72.0,17.3,2400,600,hydra,03-38-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,123,3,11014.90,87.7,0.6069,69.9,19.6,2400,600,hydra,03-38-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,123,4,11178.50,86.2,0.7559,74.0,16.7,2400,600,hydra,03-38-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,123,MEAN,9930.23,88.3,-175.7,450.2,,,,hydra,03-38-11
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,123,0,16820.67,79.7,0.2612,603.3,133.5,2400,600,hydra,03-45-48
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,123,1,14807.60,82.2,0.3519,564.1,163.0,2400,600,hydra,03-45-48
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,123,2,13862.30,83.2,0.3368,541.5,188.2,2400,600,hydra,03-45-48
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,123,3,13427.76,83.8,0.2828,608.7,117.5,2400,600,hydra,03-45-48
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,123,4,15301.55,80.2,0.4599,606.5,120.7,2400,600,hydra,03-45-48
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,123,MEAN,14843.97,81.8,13.3,3647.1,,,,hydra,03-45-48
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,456,0,8883.08,89.5,0.4592,73.1,18.2,2400,600,hydra,03-46-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,456,1,10908.42,86.3,0.9125,72.2,18.7,2400,600,hydra,03-46-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,456,2,10369.68,88.2,0.8238,73.3,17.9,2400,600,hydra,03-46-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,456,3,6644.72,92.7,0.6539,74.0,16.2,2400,600,hydra,03-46-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,456,4,10706.35,87.2,0.4496,72.2,18.2,2400,600,hydra,03-46-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_LIA,456,MEAN,9502.45,88.8,-141.5,454.1,,,,hydra,03-46-54
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,456,0,13808.59,82.5,0.2081,598.0,162.5,2400,600,hydra,03-54-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,456,1,14216.08,82.5,0.2997,615.3,133.3,2400,600,hydra,03-54-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,456,2,13448.10,83.3,0.2136,645.6,97.1,2400,600,hydra,03-54-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,456,3,14024.37,82.7,0.2520,542.5,206.1,2400,600,hydra,03-54-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,456,4,14690.77,82.5,0.3407,603.5,145.9,2400,600,hydra,03-54-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split,QF_BV,456,MEAN,14037.58,82.7,31.9,3749.7,,,,hydra,03-54-35
core,REF-VECTOR,machsmt_162,adaboost_ehm,top2_split_50_50,QF_LIA,42,0,10334.97,87.8,0.6863,75.0,17.6,2400,600,hydra,04-09-50
