logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,36557.67599999993,12.185891999999999,2463,82.1,3000
QF_BV,GRACKLE,38787.43299999998,12.929144333333332,2446,81.53333333333333,3000
QF_BV,CSBS,45925.480000000134,15.308493333333335,2296,76.53333333333333,3000
QF_BV,SBS,135954.6299999995,45.31821,761,25.366666666666664,3000
QF_LIA,VBS,20137.799000000054,6.712599666666667,2720,90.66666666666666,3000
QF_LIA,GRACKLE,24996.957000000086,8.332318999999998,2694,89.8,3000
QF_LIA,CSBS,29033.8500000001,9.677950000000001,2610,87.0,3000
QF_LIA,SBS,62676.6499999989,20.892216666666666,2032,67.73333333333333,3000
QF_NRA,VBS,20070.27800000011,6.690092666666666,2701,90.03333333333333,3000
QF_NRA,GRACKLE,23367.48500000013,7.789161666666667,2687,89.56666666666668,3000
QF_NRA,CSBS,32230.07000000004,10.743356666666667,2503,83.43333333333334,3000
QF_NRA,SBS,162954.24800000008,54.318082666666676,309,10.299999999999999,3000
