strategy,total_par2,avg_par2,solved,solved_pct
VBS,76765.75300000032,8.52952811111111,7884,87.6
GRACKLE,87151.87500000176,9.683541666666668,7827,86.96666666666667
CSBS,107189.40000000011,11.909933333333331,7409,82.32222222222222
SBS,361585.52800000826,40.17616977777778,3102,34.46666666666667
