strategy,total_par2,avg_par2,solved,solved_pct
VBS,75261.18599999971,8.362353999999998,7915,87.94444444444444
GRACKLE,82651.57400000146,9.18350822222222,7887,87.63333333333333
CSBS,110664.24500000119,12.296027222222222,7330,81.44444444444444
SBS,358358.0050000051,39.81755611111111,3148,34.97777777777778
