experiment,variant_idx,value,total,avg_par2,solved,solved_pct,vs_csbs_pct,vs_vbs_pct
ABL-MDY-H01,0,3,9000,23.976,7410,82.3,+17.8,+80.3
ABL-MDY-H01,1,5,9000,23.450,7445,82.7,+15.2,+76.4
ABL-MDY-H01,2,10,9000,22.415,7534,83.7,+10.1,+68.6
ABL-MDY-H01,3,20,9000,22.298,7549,83.9,+9.6,+67.7
ABL-MDY-H01,4,50,9000,21.032,7652,85.0,+3.3,+58.2
