experiment,variant_idx,value,total,avg_par2,solved,solved_pct,vs_csbs_pct,vs_vbs_pct
ABL-MDY-H05,0,0.01,9000,25.954,7240,80.4,+27.5,+95.2
ABL-MDY-H05,1,0.03,9000,22.302,7529,83.7,+9.6,+67.7
ABL-MDY-H05,2,0.07,9000,21.381,7595,84.4,+5.0,+60.8
ABL-MDY-H05,3,0.15,9000,21.999,7542,83.8,+8.1,+65.5
ABL-MDY-H05,4,0.3,9000,23.684,7409,82.3,+16.4,+78.1
