experiment,variant_idx,value,total,avg_par2,solved,solved_pct,vs_csbs_pct,vs_vbs_pct
ABL-MDY-H02,0,10,9000,23.025,7472,83.0,+13.1,+73.2
ABL-MDY-H02,1,20,9000,23.025,7472,83.0,+13.1,+73.2
ABL-MDY-H02,2,40,9000,23.025,7472,83.0,+13.1,+73.2
ABL-MDY-H02,3,80,9000,23.045,7471,83.0,+13.2,+73.3
