strategy,total_par2,avg_par2,solved,solved_pct
VBS,77749.93200000045,8.638881333333334,7883,87.58888888888889
GRACKLE,84725.59300000056,9.413954777777779,7841,87.12222222222222
CSBS,102767.54500000023,11.418616111111112,7482,83.13333333333334
SBS,358640.620000006,39.84895777777778,3151,35.01111111111111
