metric,mean,std
Grackle avg PAR-2,10.210526345829447,3.008750486912861
Grackle solved%,84.28102925845297,4.904756505351622
CSBS avg PAR-2,13.625316103436017,3.2446529929653964
CSBS solved%,78.30945654848574,5.377602735733055
ΔPAR-2 vs CSBS (total),6140.536999999996,1308.808719358488
VBS disagreement%,90.52756451131084,5.863835575179008
GRACKLE QF_BV avg_par2,17.35533232991837,13.241662425145622
GRACKLE QF_BV solved_pct,72.66201485025073,21.49724294167807
CSBS QF_BV avg_par2,20.407711907355704,16.198272384860907
CSBS QF_BV solved_pct,67.1557675038161,26.800922773472056
VBS QF_BV avg_par2,17.00698393952137,13.14348459904509
VBS QF_BV solved_pct,72.96428708859156,21.33937917456062
GRACKLE QF_LIA avg_par2,7.105882481157056,7.779360038714997
GRACKLE QF_LIA solved_pct,89.69980960558958,12.44887664548593
CSBS QF_LIA avg_par2,10.33797768395969,9.065165576838162
CSBS QF_LIA solved_pct,84.04622680983854,14.77193907836894
VBS QF_LIA avg_par2,5.962901332672723,6.726008884709251
VBS QF_LIA solved_pct,90.76422008593893,10.625607267551407
GRACKLE QF_NRA avg_par2,17.585924270431306,18.657843598119285
GRACKLE QF_NRA solved_pct,71.67189155307511,30.862258242752056
CSBS QF_NRA avg_par2,22.551074876773633,20.66189814890475
CSBS QF_NRA solved_pct,63.09320217884342,34.359552356304256
VBS QF_NRA avg_par2,16.996159880058734,18.616102443842784
VBS QF_NRA solved_pct,72.36640847799785,30.86368593931644
