strategy,total_par2,avg_par2,solved,solved_pct
VBS,75416.137,8.379570777777777,7906,87.84444444444445
GRACKLE,83184.15900000173,9.242684333333333,7876,87.5111111111111
CSBS,100015.60200000003,11.112844666666666,7520,83.55555555555556
SBS,357572.48800000595,39.73027644444445,3161,35.12222222222222
