strategy,total_par2,avg_par2,solved,solved_pct
VBS,78467.69499999975,8.718632777777778,7855,87.27777777777777
GRACKLE,86592.90400000114,9.621433777777778,7807,86.74444444444444
CSBS,111885.67200000094,12.431741333333333,7304,81.15555555555557
SBS,359246.2330000081,39.91624811111111,3128,34.75555555555555
