metric,mean,std
Grackle avg PAR-2,9.224941237096346,2.505121807446858
Grackle solved%,87.53706761667172,3.811273173358063
CSBS avg PAR-2,11.100125260519755,3.008072448781771
CSBS solved%,83.57154916033565,5.010857808425616
ΔPAR-2 vs CSBS (total),3366.288599999984,1591.006838310188
VBS disagreement%,82.54673694518944,5.976980932495899
GRACKLE QF_BV avg_par2,14.919278262662699,10.699669498848703
GRACKLE QF_BV solved_pct,78.72352024136441,15.362362952363613
CSBS QF_BV avg_par2,17.300419174087846,12.86570064858581
CSBS QF_BV solved_pct,73.88040651708677,19.431368285951432
VBS QF_BV avg_par2,14.370818870887998,10.4033361239516
VBS QF_BV solved_pct,78.85521471019672,15.340964947627453
GRACKLE QF_LIA avg_par2,6.184318056679044,6.479163357608218
GRACKLE QF_LIA solved_pct,92.6842879744659,9.230480813922815
CSBS QF_LIA avg_par2,7.00086605115705,6.7016851950714385
CSBS QF_LIA solved_pct,90.90255296187156,10.079457130373001
VBS QF_LIA avg_par2,5.168942234514912,5.920106602862561
VBS QF_LIA solved_pct,93.03909146791568,8.626990351109093
GRACKLE QF_NRA avg_par2,17.165281200772693,18.196089819101392
GRACKLE QF_NRA solved_pct,74.01578443739126,30.30181248633668
CSBS QF_NRA avg_par2,21.001392806821393,20.454938764806172
CSBS QF_NRA solved_pct,66.44099239153256,33.99341436383286
VBS QF_NRA avg_par2,16.22020809630811,18.272328862072087
VBS QF_NRA solved_pct,74.43808577095851,30.337210399974115
