logic,strategy,total_par2,avg_par2,solved,solved_pct,total
QF_BV,VBS,35513.052999999876,11.837684333333334,2476,82.53333333333333,3000
QF_BV,GRACKLE,37201.67099999994,12.400557000000001,2470,82.33333333333334,3000
QF_BV,CSBS,43334.890000000116,14.444963333333334,2339,77.96666666666667,3000
QF_BV,SBS,135157.9499999996,45.05265000000001,772,25.733333333333334,3000
QF_LIA,VBS,19068.150000000074,6.356050000000001,2740,91.33333333333333,3000
QF_LIA,GRACKLE,22467.902000000253,7.489300666666668,2727,90.9,3000
QF_LIA,CSBS,25335.150000000234,8.44505,2664,88.8,3000
QF_LIA,SBS,59769.14999999937,19.923049999999996,2076,69.19999999999999,3000
QF_NRA,VBS,20834.934000000092,6.944978000000001,2690,89.66666666666666,3000
QF_NRA,GRACKLE,23514.586000000134,7.838195333333333,2679,89.3,3000
QF_NRA,CSBS,31345.562000000067,10.448520666666667,2517,83.89999999999999,3000
QF_NRA,SBS,162645.38799999998,54.21512933333334,313,10.433333333333334,3000
